areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,Northern Ireland,N92000002,2020-06-17,5,5548
nation,Northern Ireland,N92000002,2020-06-16,11,5543
nation,Northern Ireland,N92000002,2020-06-15,19,5532
nation,Northern Ireland,N92000002,2020-06-14,8,5513
nation,Northern Ireland,N92000002,2020-06-13,10,5505
nation,Northern Ireland,N92000002,2020-06-12,10,5495
nation,Northern Ireland,N92000002,2020-06-11,10,5485
nation,Northern Ireland,N92000002,2020-06-10,16,5475
nation,Northern Ireland,N92000002,2020-06-09,11,5459
nation,Northern Ireland,N92000002,2020-06-08,14,5448
nation,Northern Ireland,N92000002,2020-06-07,5,5434
nation,Northern Ireland,N92000002,2020-06-06,8,5429
nation,Northern Ireland,N92000002,2020-06-05,23,5421
nation,Northern Ireland,N92000002,2020-06-04,11,5398
nation,Northern Ireland,N92000002,2020-06-03,11,5387
nation,Northern Ireland,N92000002,2020-06-02,20,5376
nation,Northern Ireland,N92000002,2020-06-01,24,5356
nation,Northern Ireland,N92000002,2020-05-31,26,5332
nation,Northern Ireland,N92000002,2020-05-30,12,5306
nation,Northern Ireland,N92000002,2020-05-29,20,5294
nation,Northern Ireland,N92000002,2020-05-28,28,5274
nation,Northern Ireland,N92000002,2020-05-27,32,5246
nation,Northern Ireland,N92000002,2020-05-26,27,5214
nation,Northern Ireland,N92000002,2020-05-25,39,5187
nation,Northern Ireland,N92000002,2020-05-24,29,5148
nation,Northern Ireland,N92000002,2020-05-23,53,5119
nation,Northern Ireland,N92000002,2020-05-22,33,5066
nation,Northern Ireland,N92000002,2020-05-21,56,5033
nation,Northern Ireland,N92000002,2020-05-20,73,4977
nation,Northern Ireland,N92000002,2020-05-19,71,4904
nation,Northern Ireland,N92000002,2020-05-18,60,4833
nation,Northern Ireland,N92000002,2020-05-17,36,4773
nation,Northern Ireland,N92000002,2020-05-16,39,4737
nation,Northern Ireland,N92000002,2020-05-15,65,4698
nation,Northern Ireland,N92000002,2020-05-14,72,4633
nation,Northern Ireland,N92000002,2020-05-13,73,4561
nation,Northern Ireland,N92000002,2020-05-12,89,4488
nation,Northern Ireland,N92000002,2020-05-11,74,4399
nation,Northern Ireland,N92000002,2020-05-10,61,4325
nation,Northern Ireland,N92000002,2020-05-09,54,4264
nation,Northern Ireland,N92000002,2020-05-08,71,4210
nation,Northern Ireland,N92000002,2020-05-07,97,4139
nation,Northern Ireland,N92000002,2020-05-06,80,4042
nation,Northern Ireland,N92000002,2020-05-05,71,3962
nation,Northern Ireland,N92000002,2020-05-04,74,3891
nation,Northern Ireland,N92000002,2020-05-03,53,3817
nation,Northern Ireland,N92000002,2020-05-02,89,3764
nation,Northern Ireland,N92000002,2020-05-01,96,3675
nation,Northern Ireland,N92000002,2020-04-30,114,3579
nation,Northern Ireland,N92000002,2020-04-29,91,3465
nation,Northern Ireland,N92000002,2020-04-28,73,3374
nation,Northern Ireland,N92000002,2020-04-27,71,3301
nation,Northern Ireland,N92000002,2020-04-26,44,3230
nation,Northern Ireland,N92000002,2020-04-25,52,3186
nation,Northern Ireland,N92000002,2020-04-24,82,3134
nation,Northern Ireland,N92000002,2020-04-23,72,3052
nation,Northern Ireland,N92000002,2020-04-22,96,2980
nation,Northern Ireland,N92000002,2020-04-21,129,2884
nation,Northern Ireland,N92000002,2020-04-20,112,2755
nation,Northern Ireland,N92000002,2020-04-19,41,2643
nation,Northern Ireland,N92000002,2020-04-18,85,2602
nation,Northern Ireland,N92000002,2020-04-17,154,2517
nation,Northern Ireland,N92000002,2020-04-16,137,2363
nation,Northern Ireland,N92000002,2020-04-15,133,2226
nation,Northern Ireland,N92000002,2020-04-14,95,2093
nation,Northern Ireland,N92000002,2020-04-13,106,1998
nation,Northern Ireland,N92000002,2020-04-12,73,1892
nation,Northern Ireland,N92000002,2020-04-11,67,1819
nation,Northern Ireland,N92000002,2020-04-10,94,1752
nation,Northern Ireland,N92000002,2020-04-09,99,1658
nation,Northern Ireland,N92000002,2020-04-08,102,1559
nation,Northern Ireland,N92000002,2020-04-07,129,1457
nation,Northern Ireland,N92000002,2020-04-06,105,1328
nation,Northern Ireland,N92000002,2020-04-05,60,1223
nation,Northern Ireland,N92000002,2020-04-04,86,1163
nation,Northern Ireland,N92000002,2020-04-03,102,1077
nation,Northern Ireland,N92000002,2020-04-02,105,975
nation,Northern Ireland,N92000002,2020-04-01,101,870
nation,Northern Ireland,N92000002,2020-03-31,111,769
nation,Northern Ireland,N92000002,2020-03-30,84,658
nation,Northern Ireland,N92000002,2020-03-29,62,574
nation,Northern Ireland,N92000002,2020-03-28,76,512
nation,Northern Ireland,N92000002,2020-03-27,67,436
nation,Northern Ireland,N92000002,2020-03-26,76,369
nation,Northern Ireland,N92000002,2020-03-25,56,293
nation,Northern Ireland,N92000002,2020-03-24,40,237
nation,Northern Ireland,N92000002,2020-03-23,41,197
nation,Northern Ireland,N92000002,2020-03-22,18,156
nation,Northern Ireland,N92000002,2020-03-21,20,138
nation,Northern Ireland,N92000002,2020-03-20,17,118
nation,Northern Ireland,N92000002,2020-03-19,14,101
nation,Northern Ireland,N92000002,2020-03-18,13,87
nation,Northern Ireland,N92000002,2020-03-17,8,74
nation,Northern Ireland,N92000002,2020-03-16,8,66
nation,Northern Ireland,N92000002,2020-03-15,2,58
nation,Northern Ireland,N92000002,2020-03-14,10,56
nation,Northern Ireland,N92000002,2020-03-13,11,46
nation,Northern Ireland,N92000002,2020-03-12,4,35
nation,Northern Ireland,N92000002,2020-03-11,11,31
nation,Northern Ireland,N92000002,2020-03-10,5,20
nation,Northern Ireland,N92000002,2020-03-09,3,15
nation,Northern Ireland,N92000002,2020-03-08,3,12
nation,Northern Ireland,N92000002,2020-03-07,5,9
nation,Northern Ireland,N92000002,2020-03-06,2,4
nation,Northern Ireland,N92000002,2020-03-05,2,2
nation,Scotland,S92000003,2021-09-28,328,563326
nation,Scotland,S92000003,2021-09-27,2889,562998
nation,Scotland,S92000003,2021-09-26,2097,560109
nation,Scotland,S92000003,2021-09-25,2098,558012
nation,Scotland,S92000003,2021-09-24,2689,555914
nation,Scotland,S92000003,2021-09-23,3090,553225
nation,Scotland,S92000003,2021-09-22,3491,550135
nation,Scotland,S92000003,2021-09-21,3777,546644
nation,Scotland,S92000003,2021-09-20,3991,542867
nation,Scotland,S92000003,2021-09-19,2780,538876
nation,Scotland,S92000003,2021-09-18,2604,536096
nation,Scotland,S92000003,2021-09-17,3355,533492
nation,Scotland,S92000003,2021-09-16,3554,530137
nation,Scotland,S92000003,2021-09-15,4050,526583
nation,Scotland,S92000003,2021-09-14,4745,522533
nation,Scotland,S92000003,2021-09-13,5052,517788
nation,Scotland,S92000003,2021-09-12,3354,512736
nation,Scotland,S92000003,2021-09-11,3616,509382
nation,Scotland,S92000003,2021-09-10,4755,505766
nation,Scotland,S92000003,2021-09-09,5516,501011
nation,Scotland,S92000003,2021-09-08,6205,495495
nation,Scotland,S92000003,2021-09-07,6657,489290
nation,Scotland,S92000003,2021-09-06,7085,482633
nation,Scotland,S92000003,2021-09-05,4900,475548
nation,Scotland,S92000003,2021-09-04,4986,470648
nation,Scotland,S92000003,2021-09-03,6130,465662
nation,Scotland,S92000003,2021-09-02,7523,459532
nation,Scotland,S92000003,2021-09-01,7491,452009
nation,Scotland,S92000003,2021-08-31,6955,444518
nation,Scotland,S92000003,2021-08-30,6519,437563
nation,Scotland,S92000003,2021-08-29,4430,431044
nation,Scotland,S92000003,2021-08-28,4735,426614
nation,Scotland,S92000003,2021-08-27,6021,421879
nation,Scotland,S92000003,2021-08-26,7221,415858
nation,Scotland,S92000003,2021-08-25,6824,408637
nation,Scotland,S92000003,2021-08-24,5595,401813
nation,Scotland,S92000003,2021-08-23,5517,396218
nation,Scotland,S92000003,2021-08-22,3645,390701
nation,Scotland,S92000003,2021-08-21,3029,387056
nation,Scotland,S92000003,2021-08-20,3422,384027
nation,Scotland,S92000003,2021-08-19,3711,380605
nation,Scotland,S92000003,2021-08-18,3705,376894
nation,Scotland,S92000003,2021-08-17,3362,373189
nation,Scotland,S92000003,2021-08-16,2749,369827
nation,Scotland,S92000003,2021-08-15,1628,367078
nation,Scotland,S92000003,2021-08-14,1470,365450
nation,Scotland,S92000003,2021-08-13,1529,363980
nation,Scotland,S92000003,2021-08-12,1394,362451
nation,Scotland,S92000003,2021-08-11,1567,361057
nation,Scotland,S92000003,2021-08-10,1523,359490
nation,Scotland,S92000003,2021-08-09,1488,357967
nation,Scotland,S92000003,2021-08-08,1040,356479
nation,Scotland,S92000003,2021-08-07,941,355439
nation,Scotland,S92000003,2021-08-06,1257,354498
nation,Scotland,S92000003,2021-08-05,1331,353241
nation,Scotland,S92000003,2021-08-04,1292,351910
nation,Scotland,S92000003,2021-08-03,1366,350618
nation,Scotland,S92000003,2021-08-02,1322,349252
nation,Scotland,S92000003,2021-08-01,873,347930
nation,Scotland,S92000003,2021-07-31,769,347057
nation,Scotland,S92000003,2021-07-30,1033,346288
nation,Scotland,S92000003,2021-07-29,1171,345255
nation,Scotland,S92000003,2021-07-28,1286,344084
nation,Scotland,S92000003,2021-07-27,1352,342798
nation,Scotland,S92000003,2021-07-26,1372,341446
nation,Scotland,S92000003,2021-07-25,942,340074
nation,Scotland,S92000003,2021-07-24,954,339132
nation,Scotland,S92000003,2021-07-23,1277,338178
nation,Scotland,S92000003,2021-07-22,1378,336901
nation,Scotland,S92000003,2021-07-21,1573,335523
nation,Scotland,S92000003,2021-07-20,1598,333950
nation,Scotland,S92000003,2021-07-19,1908,332352
nation,Scotland,S92000003,2021-07-18,1386,330444
nation,Scotland,S92000003,2021-07-17,1400,329058
nation,Scotland,S92000003,2021-07-16,1749,327658
nation,Scotland,S92000003,2021-07-15,1963,325909
nation,Scotland,S92000003,2021-07-14,2208,323946
nation,Scotland,S92000003,2021-07-13,2443,321738
nation,Scotland,S92000003,2021-07-12,2577,319295
nation,Scotland,S92000003,2021-07-11,1881,316718
nation,Scotland,S92000003,2021-07-10,1811,314837
nation,Scotland,S92000003,2021-07-09,2381,313026
nation,Scotland,S92000003,2021-07-08,2728,310645
nation,Scotland,S92000003,2021-07-07,2896,307917
nation,Scotland,S92000003,2021-07-06,3091,305021
nation,Scotland,S92000003,2021-07-05,3377,301930
nation,Scotland,S92000003,2021-07-04,2406,298553
nation,Scotland,S92000003,2021-07-03,2510,296147
nation,Scotland,S92000003,2021-07-02,3078,293637
nation,Scotland,S92000003,2021-07-01,3429,290559
nation,Scotland,S92000003,2021-06-30,3907,287130
nation,Scotland,S92000003,2021-06-29,3873,283223
nation,Scotland,S92000003,2021-06-28,3922,279350
nation,Scotland,S92000003,2021-06-27,2511,275428
nation,Scotland,S92000003,2021-06-26,2291,272917
nation,Scotland,S92000003,2021-06-25,2619,270626
nation,Scotland,S92000003,2021-06-24,2947,268007
nation,Scotland,S92000003,2021-06-23,2890,265060
nation,Scotland,S92000003,2021-06-22,3243,262170
nation,Scotland,S92000003,2021-06-21,3019,258927
nation,Scotland,S92000003,2021-06-20,1548,255908
nation,Scotland,S92000003,2021-06-19,997,254360
nation,Scotland,S92000003,2021-06-18,1231,253363
nation,Scotland,S92000003,2021-06-17,1164,252132
nation,Scotland,S92000003,2021-06-16,1265,250968
nation,Scotland,S92000003,2021-06-15,1279,249703
nation,Scotland,S92000003,2021-06-14,1128,248424
nation,Scotland,S92000003,2021-06-13,855,247296
nation,Scotland,S92000003,2021-06-12,706,246441
nation,Scotland,S92000003,2021-06-11,865,245735
nation,Scotland,S92000003,2021-06-10,1040,244870
nation,Scotland,S92000003,2021-06-09,1056,243830
nation,Scotland,S92000003,2021-06-08,1026,242774
nation,Scotland,S92000003,2021-06-07,953,241748
nation,Scotland,S92000003,2021-06-06,677,240795
nation,Scotland,S92000003,2021-06-05,606,240118
nation,Scotland,S92000003,2021-06-04,822,239512
nation,Scotland,S92000003,2021-06-03,949,238690
nation,Scotland,S92000003,2021-06-02,959,237741
nation,Scotland,S92000003,2021-06-01,773,236782
nation,Scotland,S92000003,2021-05-31,601,236009
nation,Scotland,S92000003,2021-05-30,486,235408
nation,Scotland,S92000003,2021-05-29,435,234922
nation,Scotland,S92000003,2021-05-28,549,234487
nation,Scotland,S92000003,2021-05-27,552,233938
nation,Scotland,S92000003,2021-05-26,626,233386
nation,Scotland,S92000003,2021-05-25,504,232760
nation,Scotland,S92000003,2021-05-24,496,232256
nation,Scotland,S92000003,2021-05-23,324,231760
nation,Scotland,S92000003,2021-05-22,291,231436
nation,Scotland,S92000003,2021-05-21,360,231145
nation,Scotland,S92000003,2021-05-20,381,230785
nation,Scotland,S92000003,2021-05-19,409,230404
nation,Scotland,S92000003,2021-05-18,417,229995
nation,Scotland,S92000003,2021-05-17,361,229578
nation,Scotland,S92000003,2021-05-16,231,229217
nation,Scotland,S92000003,2021-05-15,228,228986
nation,Scotland,S92000003,2021-05-14,291,228758
nation,Scotland,S92000003,2021-05-13,314,228467
nation,Scotland,S92000003,2021-05-12,298,228153
nation,Scotland,S92000003,2021-05-11,282,227855
nation,Scotland,S92000003,2021-05-10,329,227573
nation,Scotland,S92000003,2021-05-09,210,227244
nation,Scotland,S92000003,2021-05-08,185,227034
nation,Scotland,S92000003,2021-05-07,203,226849
nation,Scotland,S92000003,2021-05-06,218,226646
nation,Scotland,S92000003,2021-05-05,222,226428
nation,Scotland,S92000003,2021-05-04,196,226206
nation,Scotland,S92000003,2021-05-03,162,226010
nation,Scotland,S92000003,2021-05-02,121,225848
nation,Scotland,S92000003,2021-05-01,126,225727
nation,Scotland,S92000003,2021-04-30,172,225601
nation,Scotland,S92000003,2021-04-29,174,225429
nation,Scotland,S92000003,2021-04-28,193,225255
nation,Scotland,S92000003,2021-04-27,195,225062
nation,Scotland,S92000003,2021-04-26,195,224867
nation,Scotland,S92000003,2021-04-25,109,224672
nation,Scotland,S92000003,2021-04-24,150,224563
nation,Scotland,S92000003,2021-04-23,188,224413
nation,Scotland,S92000003,2021-04-22,231,224225
nation,Scotland,S92000003,2021-04-21,237,223994
nation,Scotland,S92000003,2021-04-20,242,223757
nation,Scotland,S92000003,2021-04-19,264,223515
nation,Scotland,S92000003,2021-04-18,178,223251
nation,Scotland,S92000003,2021-04-17,202,223073
nation,Scotland,S92000003,2021-04-16,382,222871
nation,Scotland,S92000003,2021-04-15,198,222489
nation,Scotland,S92000003,2021-04-14,212,222291
nation,Scotland,S92000003,2021-04-13,261,222079
nation,Scotland,S92000003,2021-04-12,260,221818
nation,Scotland,S92000003,2021-04-11,212,221558
nation,Scotland,S92000003,2021-04-10,227,221346
nation,Scotland,S92000003,2021-04-09,266,221119
nation,Scotland,S92000003,2021-04-08,282,220853
nation,Scotland,S92000003,2021-04-07,282,220571
nation,Scotland,S92000003,2021-04-06,356,220289
nation,Scotland,S92000003,2021-04-05,293,219933
nation,Scotland,S92000003,2021-04-04,254,219640
nation,Scotland,S92000003,2021-04-03,280,219386
nation,Scotland,S92000003,2021-04-02,353,219106
nation,Scotland,S92000003,2021-04-01,413,218753
nation,Scotland,S92000003,2021-03-31,394,218340
nation,Scotland,S92000003,2021-03-30,394,217946
nation,Scotland,S92000003,2021-03-29,514,217552
nation,Scotland,S92000003,2021-03-28,357,217038
nation,Scotland,S92000003,2021-03-27,386,216681
nation,Scotland,S92000003,2021-03-26,474,216295
nation,Scotland,S92000003,2021-03-25,573,215821
nation,Scotland,S92000003,2021-03-24,541,215248
nation,Scotland,S92000003,2021-03-23,603,214707
nation,Scotland,S92000003,2021-03-22,681,214104
nation,Scotland,S92000003,2021-03-21,463,213423
nation,Scotland,S92000003,2021-03-20,458,212960
nation,Scotland,S92000003,2021-03-19,542,212502
nation,Scotland,S92000003,2021-03-18,552,211960
nation,Scotland,S92000003,2021-03-17,597,211408
nation,Scotland,S92000003,2021-03-16,572,210811
nation,Scotland,S92000003,2021-03-15,689,210239
nation,Scotland,S92000003,2021-03-14,443,209550
nation,Scotland,S92000003,2021-03-13,464,209107
nation,Scotland,S92000003,2021-03-12,584,208643
nation,Scotland,S92000003,2021-03-11,662,208059
nation,Scotland,S92000003,2021-03-10,622,207397
nation,Scotland,S92000003,2021-03-09,653,206775
nation,Scotland,S92000003,2021-03-08,588,206122
nation,Scotland,S92000003,2021-03-07,433,205534
nation,Scotland,S92000003,2021-03-06,480,205101
nation,Scotland,S92000003,2021-03-05,465,204621
nation,Scotland,S92000003,2021-03-04,558,204156
nation,Scotland,S92000003,2021-03-03,495,203598
nation,Scotland,S92000003,2021-03-02,518,203103
nation,Scotland,S92000003,2021-03-01,547,202585
nation,Scotland,S92000003,2021-02-28,426,202038
nation,Scotland,S92000003,2021-02-27,414,201612
nation,Scotland,S92000003,2021-02-26,514,201198
nation,Scotland,S92000003,2021-02-25,628,200684
nation,Scotland,S92000003,2021-02-24,699,200056
nation,Scotland,S92000003,2021-02-23,693,199357
nation,Scotland,S92000003,2021-02-22,787,198664
nation,Scotland,S92000003,2021-02-21,608,197877
nation,Scotland,S92000003,2021-02-20,660,197269
nation,Scotland,S92000003,2021-02-19,890,196609
nation,Scotland,S92000003,2021-02-18,879,195719
nation,Scotland,S92000003,2021-02-17,825,194840
nation,Scotland,S92000003,2021-02-16,912,194015
nation,Scotland,S92000003,2021-02-15,964,193103
nation,Scotland,S92000003,2021-02-14,681,192139
nation,Scotland,S92000003,2021-02-13,542,191458
nation,Scotland,S92000003,2021-02-12,902,190916
nation,Scotland,S92000003,2021-02-11,842,190014
nation,Scotland,S92000003,2021-02-10,845,189172
nation,Scotland,S92000003,2021-02-09,758,188327
nation,Scotland,S92000003,2021-02-08,991,187569
nation,Scotland,S92000003,2021-02-07,654,186578
nation,Scotland,S92000003,2021-02-06,698,185924
nation,Scotland,S92000003,2021-02-05,935,185226
nation,Scotland,S92000003,2021-02-04,899,184291
nation,Scotland,S92000003,2021-02-03,930,183392
nation,Scotland,S92000003,2021-02-02,1049,182462
nation,Scotland,S92000003,2021-02-01,1095,181413
nation,Scotland,S92000003,2021-01-31,809,180318
nation,Scotland,S92000003,2021-01-30,779,179509
nation,Scotland,S92000003,2021-01-29,961,178730
nation,Scotland,S92000003,2021-01-28,1113,177769
nation,Scotland,S92000003,2021-01-27,1112,176656
nation,Scotland,S92000003,2021-01-26,1178,175544
nation,Scotland,S92000003,2021-01-25,1318,174366
nation,Scotland,S92000003,2021-01-24,857,173048
nation,Scotland,S92000003,2021-01-23,936,172191
nation,Scotland,S92000003,2021-01-22,1228,171255
nation,Scotland,S92000003,2021-01-21,1241,170027
nation,Scotland,S92000003,2021-01-20,1570,168786
nation,Scotland,S92000003,2021-01-19,1548,167216
nation,Scotland,S92000003,2021-01-18,1735,165668
nation,Scotland,S92000003,2021-01-17,1198,163933
nation,Scotland,S92000003,2021-01-16,1176,162735
nation,Scotland,S92000003,2021-01-15,1535,161559
nation,Scotland,S92000003,2021-01-14,1619,160024
nation,Scotland,S92000003,2021-01-13,1712,158405
nation,Scotland,S92000003,2021-01-12,1977,156693
nation,Scotland,S92000003,2021-01-11,2087,154716
nation,Scotland,S92000003,2021-01-10,1423,152629
nation,Scotland,S92000003,2021-01-09,1497,151206
nation,Scotland,S92000003,2021-01-08,1822,149709
nation,Scotland,S92000003,2021-01-07,2197,147887
nation,Scotland,S92000003,2021-01-06,2548,145690
nation,Scotland,S92000003,2021-01-05,3049,143142
nation,Scotland,S92000003,2021-01-04,2376,140093
nation,Scotland,S92000003,2021-01-03,2224,137717
nation,Scotland,S92000003,2021-01-02,2239,135493
nation,Scotland,S92000003,2021-01-01,1159,133254
nation,Scotland,S92000003,2020-12-31,2374,132095
nation,Scotland,S92000003,2020-12-30,2963,129721
nation,Scotland,S92000003,2020-12-29,3133,126758
nation,Scotland,S92000003,2020-12-28,1804,123625
nation,Scotland,S92000003,2020-12-27,1681,121821
nation,Scotland,S92000003,2020-12-26,1050,120140
nation,Scotland,S92000003,2020-12-25,516,119090
nation,Scotland,S92000003,2020-12-24,1016,118574
nation,Scotland,S92000003,2020-12-23,1314,117558
nation,Scotland,S92000003,2020-12-22,1327,116244
nation,Scotland,S92000003,2020-12-21,1305,114917
nation,Scotland,S92000003,2020-12-20,812,113612
nation,Scotland,S92000003,2020-12-19,747,112800
nation,Scotland,S92000003,2020-12-18,920,112053
nation,Scotland,S92000003,2020-12-17,911,111133
nation,Scotland,S92000003,2020-12-16,1028,110222
nation,Scotland,S92000003,2020-12-15,1033,109194
nation,Scotland,S92000003,2020-12-14,1083,108161
nation,Scotland,S92000003,2020-12-13,721,107078
nation,Scotland,S92000003,2020-12-12,677,106357
nation,Scotland,S92000003,2020-12-11,864,105680
nation,Scotland,S92000003,2020-12-10,891,104816
nation,Scotland,S92000003,2020-12-09,996,103925
nation,Scotland,S92000003,2020-12-08,1040,102929
nation,Scotland,S92000003,2020-12-07,949,101889
nation,Scotland,S92000003,2020-12-06,643,100940
nation,Scotland,S92000003,2020-12-05,662,100297
nation,Scotland,S92000003,2020-12-04,646,99635
nation,Scotland,S92000003,2020-12-03,803,98989
nation,Scotland,S92000003,2020-12-02,948,98186
nation,Scotland,S92000003,2020-12-01,923,97238
nation,Scotland,S92000003,2020-11-30,972,96315
nation,Scotland,S92000003,2020-11-29,555,95343
nation,Scotland,S92000003,2020-11-28,571,94788
nation,Scotland,S92000003,2020-11-27,735,94217
nation,Scotland,S92000003,2020-11-26,799,93482
nation,Scotland,S92000003,2020-11-25,930,92683
nation,Scotland,S92000003,2020-11-24,990,91753
nation,Scotland,S92000003,2020-11-23,1153,90763
nation,Scotland,S92000003,2020-11-22,706,89610
nation,Scotland,S92000003,2020-11-21,762,88904
nation,Scotland,S92000003,2020-11-20,858,88142
nation,Scotland,S92000003,2020-11-19,980,87284
nation,Scotland,S92000003,2020-11-18,1111,86304
nation,Scotland,S92000003,2020-11-17,1224,85193
nation,Scotland,S92000003,2020-11-16,1274,83969
nation,Scotland,S92000003,2020-11-15,812,82695
nation,Scotland,S92000003,2020-11-14,905,81883
nation,Scotland,S92000003,2020-11-13,1053,80978
nation,Scotland,S92000003,2020-11-12,1194,79925
nation,Scotland,S92000003,2020-11-11,1248,78731
nation,Scotland,S92000003,2020-11-10,1285,77483
nation,Scotland,S92000003,2020-11-09,1295,76198
nation,Scotland,S92000003,2020-11-08,873,74903
nation,Scotland,S92000003,2020-11-07,837,74030
nation,Scotland,S92000003,2020-11-06,1131,73193
nation,Scotland,S92000003,2020-11-05,1292,72062
nation,Scotland,S92000003,2020-11-04,1300,70770
nation,Scotland,S92000003,2020-11-03,1388,69470
nation,Scotland,S92000003,2020-11-02,1474,68082
nation,Scotland,S92000003,2020-11-01,971,66608
nation,Scotland,S92000003,2020-10-31,741,65637
nation,Scotland,S92000003,2020-10-30,1089,64896
nation,Scotland,S92000003,2020-10-29,1098,63807
nation,Scotland,S92000003,2020-10-28,1265,62709
nation,Scotland,S92000003,2020-10-27,1301,61444
nation,Scotland,S92000003,2020-10-26,1344,60143
nation,Scotland,S92000003,2020-10-25,937,58799
nation,Scotland,S92000003,2020-10-24,948,57862
nation,Scotland,S92000003,2020-10-23,1280,56914
nation,Scotland,S92000003,2020-10-22,1491,55634
nation,Scotland,S92000003,2020-10-21,1578,54143
nation,Scotland,S92000003,2020-10-20,1688,52565
nation,Scotland,S92000003,2020-10-19,1354,50877
nation,Scotland,S92000003,2020-10-18,832,49523
nation,Scotland,S92000003,2020-10-17,854,48691
nation,Scotland,S92000003,2020-10-16,1250,47837
nation,Scotland,S92000003,2020-10-15,1292,46587
nation,Scotland,S92000003,2020-10-14,1288,45295
nation,Scotland,S92000003,2020-10-13,1420,44007
nation,Scotland,S92000003,2020-10-12,1352,42587
nation,Scotland,S92000003,2020-10-11,957,41235
nation,Scotland,S92000003,2020-10-10,938,40278
nation,Scotland,S92000003,2020-10-09,1095,39340
nation,Scotland,S92000003,2020-10-08,1170,38245
nation,Scotland,S92000003,2020-10-07,1252,37075
nation,Scotland,S92000003,2020-10-06,1189,35823
nation,Scotland,S92000003,2020-10-05,1099,34634
nation,Scotland,S92000003,2020-10-04,742,33535
nation,Scotland,S92000003,2020-10-03,695,32793
nation,Scotland,S92000003,2020-10-02,817,32098
nation,Scotland,S92000003,2020-10-01,778,31281
nation,Scotland,S92000003,2020-09-30,794,30503
nation,Scotland,S92000003,2020-09-29,659,29709
nation,Scotland,S92000003,2020-09-28,624,29050
nation,Scotland,S92000003,2020-09-27,357,28426
nation,Scotland,S92000003,2020-09-26,434,28069
nation,Scotland,S92000003,2020-09-25,577,27635
nation,Scotland,S92000003,2020-09-24,715,27058
nation,Scotland,S92000003,2020-09-23,567,26343
nation,Scotland,S92000003,2020-09-22,493,25776
nation,Scotland,S92000003,2020-09-21,454,25283
nation,Scotland,S92000003,2020-09-20,315,24829
nation,Scotland,S92000003,2020-09-19,232,24514
nation,Scotland,S92000003,2020-09-18,269,24282
nation,Scotland,S92000003,2020-09-17,254,24013
nation,Scotland,S92000003,2020-09-16,268,23759
nation,Scotland,S92000003,2020-09-15,227,23491
nation,Scotland,S92000003,2020-09-14,177,23264
nation,Scotland,S92000003,2020-09-13,166,23087
nation,Scotland,S92000003,2020-09-12,207,22921
nation,Scotland,S92000003,2020-09-11,210,22714
nation,Scotland,S92000003,2020-09-10,216,22504
nation,Scotland,S92000003,2020-09-09,222,22288
nation,Scotland,S92000003,2020-09-08,102,22066
nation,Scotland,S92000003,2020-09-07,167,21964
nation,Scotland,S92000003,2020-09-06,153,21797
nation,Scotland,S92000003,2020-09-05,136,21644
nation,Scotland,S92000003,2020-09-04,171,21508
nation,Scotland,S92000003,2020-09-03,200,21337
nation,Scotland,S92000003,2020-09-02,191,21137
nation,Scotland,S92000003,2020-09-01,199,20946
nation,Scotland,S92000003,2020-08-31,144,20747
nation,Scotland,S92000003,2020-08-30,102,20603
nation,Scotland,S92000003,2020-08-29,95,20501
nation,Scotland,S92000003,2020-08-28,104,20406
nation,Scotland,S92000003,2020-08-27,99,20302
nation,Scotland,S92000003,2020-08-26,97,20203
nation,Scotland,S92000003,2020-08-25,69,20106
nation,Scotland,S92000003,2020-08-24,60,20037
nation,Scotland,S92000003,2020-08-23,65,19977
nation,Scotland,S92000003,2020-08-22,47,19912
nation,Scotland,S92000003,2020-08-21,90,19865
nation,Scotland,S92000003,2020-08-20,140,19775
nation,Scotland,S92000003,2020-08-19,91,19635
nation,Scotland,S92000003,2020-08-18,77,19544
nation,Scotland,S92000003,2020-08-17,72,19467
nation,Scotland,S92000003,2020-08-16,30,19395
nation,Scotland,S92000003,2020-08-15,20,19365
nation,Scotland,S92000003,2020-08-14,50,19345
nation,Scotland,S92000003,2020-08-13,52,19295
nation,Scotland,S92000003,2020-08-12,48,19243
nation,Scotland,S92000003,2020-08-11,64,19195
nation,Scotland,S92000003,2020-08-10,57,19131
nation,Scotland,S92000003,2020-08-09,26,19074
nation,Scotland,S92000003,2020-08-08,27,19048
nation,Scotland,S92000003,2020-08-07,46,19021
nation,Scotland,S92000003,2020-08-06,62,18975
nation,Scotland,S92000003,2020-08-05,64,18913
nation,Scotland,S92000003,2020-08-04,57,18849
nation,Scotland,S92000003,2020-08-03,60,18792
nation,Scotland,S92000003,2020-08-02,19,18732
nation,Scotland,S92000003,2020-08-01,22,18713
nation,Scotland,S92000003,2020-07-31,21,18691
nation,Scotland,S92000003,2020-07-30,27,18670
nation,Scotland,S92000003,2020-07-29,28,18643
nation,Scotland,S92000003,2020-07-28,22,18615
nation,Scotland,S92000003,2020-07-27,13,18593
nation,Scotland,S92000003,2020-07-26,7,18580
nation,Scotland,S92000003,2020-07-25,3,18573
nation,Scotland,S92000003,2020-07-24,11,18570
nation,Scotland,S92000003,2020-07-23,23,18559
nation,Scotland,S92000003,2020-07-22,16,18536
