Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20201208,S92000003,Female,"",16 - 17,"",53579,"",Dose 1,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",16 - 17,"",53579,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",16 years and over,d,2354012,"",Dose 1,"",1510,"",0.1,"",1510,"",0.1,""
20201208,S92000003,Female,"",16 years and over,d,2354012,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",18 - 29,"",413185,"",Dose 1,"",166,"",0.0401757082178685,"",166,"",0.0401757082178685,""
20201208,S92000003,Female,"",18 - 29,"",413185,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",30 - 39,"",370019,"",Dose 1,"",294,"",0.0794553793183593,"",294,"",0.0794553793183593,""
20201208,S92000003,Female,"",30 - 39,"",370019,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",40 - 49,"",345328,"",Dose 1,"",388,"",0.112356947597646,"",388,"",0.112356947597646,""
20201208,S92000003,Female,"",40 - 49,"",345328,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",50 - 54,"",203758,"",Dose 1,"",229,"",0.112388225247598,"",229,"",0.112388225247598,""
20201208,S92000003,Female,"",50 - 54,"",203758,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",55 - 59,"",205996,"",Dose 1,"",269,"",0.130585059904076,"",269,"",0.130585059904076,""
20201208,S92000003,Female,"",55 - 59,"",205996,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",60 - 64,"",181868,"",Dose 1,"",130,"",0.0714804143664636,"",130,"",0.0714804143664636,""
20201208,S92000003,Female,"",60 - 64,"",181868,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",65 - 69,"",155904,"",Dose 1,"",27,"",0.0173183497536946,"",27,"",0.0173183497536946,""
20201208,S92000003,Female,"",65 - 69,"",155904,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",70 - 74,"",149920,"",Dose 1,"",5,"",0.00333511205976521,"",5,"",0.00333511205976521,""
20201208,S92000003,Female,"",70 - 74,"",149920,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",75 - 79,"",109004,"",Dose 1,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",75 - 79,"",109004,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Female,"",80 years and over,d,165451,"",Dose 1,"",2,"",0.00120881711201504,"",2,"",0.00120881711201504,""
20201208,S92000003,Female,"",80 years and over,d,165451,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",16 - 17,"",56560,"",Dose 1,"",1,"",0.00176803394625177,"",1,"",0.00176803394625177,""
20201208,S92000003,Male,"",16 - 17,"",56560,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",16 years and over,d,2195205,"",Dose 1,"",406,"",0,"",406,"",0,""
20201208,S92000003,Male,"",16 years and over,d,2195205,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",18 - 29,"",420762,"",Dose 1,"",36,"",0.00855590571391903,"",36,"",0.00855590571391903,""
20201208,S92000003,Male,"",18 - 29,"",420762,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",30 - 39,"",359716,"",Dose 1,"",85,"",0.0236297523601953,"",85,"",0.0236297523601953,""
20201208,S92000003,Male,"",30 - 39,"",359716,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",40 - 49,"",328962,"",Dose 1,"",114,"",0.0346544585696828,"",114,"",0.0346544585696828,""
20201208,S92000003,Male,"",40 - 49,"",328962,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",50 - 54,"",189355,"",Dose 1,"",65,"",0.0343270576430514,"",65,"",0.0343270576430514,""
20201208,S92000003,Male,"",50 - 54,"",189355,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",55 - 59,"",193348,"",Dose 1,"",51,"",0.0263773093075698,"",51,"",0.0263773093075698,""
20201208,S92000003,Male,"",55 - 59,"",193348,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",60 - 64,"",170701,"",Dose 1,"",38,"",0.0222611466833821,"",38,"",0.0222611466833821,""
20201208,S92000003,Male,"",60 - 64,"",170701,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",65 - 69,"",144529,"",Dose 1,"",11,"",0.00761092929446686,"",11,"",0.00761092929446686,""
20201208,S92000003,Male,"",65 - 69,"",144529,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",70 - 74,"",135910,"",Dose 1,"",3,"",0.00220734309469502,"",3,"",0.00220734309469502,""
20201208,S92000003,Male,"",70 - 74,"",135910,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",75 - 79,"",89206,"",Dose 1,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",75 - 79,"",89206,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Male,"",80 years and over,d,106156,"",Dose 1,"",2,"",0.00188401974452692,"",2,"",0.00188401974452692,""
20201208,S92000003,Male,"",80 years and over,d,106156,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,16 - 17,"",110139,"",Dose 1,"",1,"",0.000907943598543658,"",1,"",0.000907943598543658,""
20201208,S92000003,Total,d,16 - 17,"",110139,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,16 years and over,d,4549217,"",Dose 1,"",1916,"",0,"",1916,"",0,""
20201208,S92000003,Total,d,16 years and over,d,4549217,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,18 - 29,"",833947,"",Dose 1,"",202,"",0.0242221627993146,"",202,"",0.0242221627993146,""
20201208,S92000003,Total,d,18 - 29,"",833947,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,18 years and over,d,4439078,"",Dose 1,"",1915,"",0.0431395888966132,"",1915,"",0.0431395888966132,""
20201208,S92000003,Total,d,18 years and over,d,4439078,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,30 - 39,"",729735,"",Dose 1,"",379,"",0.051936661938923,"",379,"",0.051936661938923,""
20201208,S92000003,Total,d,30 - 39,"",729735,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,40 - 49,"",674290,"",Dose 1,"",502,"",0.0744486793516143,"",502,"",0.0744486793516143,""
20201208,S92000003,Total,d,40 - 49,"",674290,"",Dose 2,"",0,"",0,"",0,"",0,""
20201208,S92000003,Total,d,40 years and over,d,2875396,"",Dose 1,"",1334,"",0.0463936097845306,"",1334,"",0.0463936097845306,""
