journeydate,sex,ageband,ccgcode,ccgname,Total
25/05/2020,Female,0-18 years,E38000004,NHS Barking and Dagenham CCG,2
25/05/2020,Female,0-18 years,E38000006,NHS Barnsley CCG,2
25/05/2020,Female,0-18 years,E38000007,NHS Basildon and Brentwood CCG,2
25/05/2020,Female,0-18 years,E38000010,NHS Bedfordshire CCG,3
25/05/2020,Female,0-18 years,E38000015,NHS Blackpool CCG,1
25/05/2020,Female,0-18 years,E38000016,NHS Bolton CCG,1
25/05/2020,Female,0-18 years,E38000021,NHS Brighton and Hove CCG,1
25/05/2020,Female,0-18 years,E38000024,NHS Bury CCG,1
25/05/2020,Female,0-18 years,E38000026,NHS Cambridgeshire and Peterborough CCG,6
25/05/2020,Female,0-18 years,E38000034,NHS Chorley and South Ribble CCG,1
25/05/2020,Female,0-18 years,E38000035,NHS City and Hackney CCG,3
25/05/2020,Female,0-18 years,E38000038,NHS Coventry and Rugby CCG,5
25/05/2020,Female,0-18 years,E38000044,NHS Doncaster CCG,3
25/05/2020,Female,0-18 years,E38000045,NHS Dorset CCG,2
25/05/2020,Female,0-18 years,E38000046,NHS Dudley CCG,2
25/05/2020,Female,0-18 years,E38000049,NHS East and North Hertfordshire CCG,3
25/05/2020,Female,0-18 years,E38000050,NHS East Lancashire CCG,4
25/05/2020,Female,0-18 years,E38000052,NHS East Riding of Yorkshire CCG,2
25/05/2020,Female,0-18 years,E38000053,NHS East Staffordshire CCG,3
25/05/2020,Female,0-18 years,E38000059,NHS Fareham and Gosport CCG,2
25/05/2020,Female,0-18 years,E38000062,NHS Gloucestershire CCG,4
25/05/2020,Female,0-18 years,E38000064,NHS Greater Huddersfield CCG,1
25/05/2020,Female,0-18 years,E38000068,NHS Halton CCG,2
25/05/2020,Female,0-18 years,E38000074,NHS Harrow CCG,1
25/05/2020,Female,0-18 years,E38000077,NHS Havering CCG,2
25/05/2020,Female,0-18 years,E38000079,NHS Herts Valleys CCG,1
25/05/2020,Female,0-18 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",3
