journeydate,sex,ageband,ccgcode,ccgname,Total
07/09/2020,Female,0-18 years,E38000004,NHS Barking and Dagenham CCG,4
07/09/2020,Female,0-18 years,E38000006,NHS Barnsley CCG,15
07/09/2020,Female,0-18 years,E38000007,NHS Basildon and Brentwood CCG,22
07/09/2020,Female,0-18 years,E38000008,NHS Bassetlaw CCG,3
07/09/2020,Female,0-18 years,E38000010,NHS Bedfordshire CCG,8
07/09/2020,Female,0-18 years,E38000014,NHS Blackburn with Darwen CCG,5
07/09/2020,Female,0-18 years,E38000015,NHS Blackpool CCG,9
07/09/2020,Female,0-18 years,E38000016,NHS Bolton CCG,18
07/09/2020,Female,0-18 years,E38000020,NHS Brent CCG,5
07/09/2020,Female,0-18 years,E38000021,NHS Brighton and Hove CCG,9
07/09/2020,Female,0-18 years,E38000024,NHS Bury CCG,8
07/09/2020,Female,0-18 years,E38000025,NHS Calderdale CCG,2
07/09/2020,Female,0-18 years,E38000026,NHS Cambridgeshire and Peterborough CCG,18
07/09/2020,Female,0-18 years,E38000028,NHS Cannock Chase CCG,11
07/09/2020,Female,0-18 years,E38000030,NHS Castle Point and Rochford CCG,8
07/09/2020,Female,0-18 years,E38000031,NHS Central London (Westminster) CCG,1
07/09/2020,Female,0-18 years,E38000034,NHS Chorley and South Ribble CCG,21
07/09/2020,Female,0-18 years,E38000035,NHS City and Hackney CCG,2
07/09/2020,Female,0-18 years,E38000038,NHS Coventry and Rugby CCG,28
07/09/2020,Female,0-18 years,E38000044,NHS Doncaster CCG,18
07/09/2020,Female,0-18 years,E38000045,NHS Dorset CCG,10
07/09/2020,Female,0-18 years,E38000046,NHS Dudley CCG,25
07/09/2020,Female,0-18 years,E38000048,NHS Ealing CCG,5
07/09/2020,Female,0-18 years,E38000049,NHS East and North Hertfordshire CCG,23
07/09/2020,Female,0-18 years,E38000050,NHS East Lancashire CCG,19
07/09/2020,Female,0-18 years,E38000051,NHS East Leicestershire and Rutland CCG,27
07/09/2020,Female,0-18 years,E38000052,NHS East Riding of Yorkshire CCG,9
07/09/2020,Female,0-18 years,E38000053,NHS East Staffordshire CCG,6
07/09/2020,Female,0-18 years,E38000059,NHS Fareham and Gosport CCG,7
07/09/2020,Female,0-18 years,E38000062,NHS Gloucestershire CCG,48
07/09/2020,Female,0-18 years,E38000064,NHS Greater Huddersfield CCG,3
07/09/2020,Female,0-18 years,E38000068,NHS Halton CCG,9
07/09/2020,Female,0-18 years,E38000070,NHS Hammersmith and Fulham CCG,5
07/09/2020,Female,0-18 years,E38000074,NHS Harrow CCG,3
07/09/2020,Female,0-18 years,E38000077,NHS Havering CCG,3
07/09/2020,Female,0-18 years,E38000079,NHS Herts Valleys CCG,31
07/09/2020,Female,0-18 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",5
07/09/2020,Female,0-18 years,E38000082,NHS Hillingdon CCG,12
07/09/2020,Female,0-18 years,E38000084,NHS Hounslow CCG,2
07/09/2020,Female,0-18 years,E38000085,NHS Hull CCG,2
07/09/2020,Female,0-18 years,E38000086,NHS Ipswich and East Suffolk CCG,27
07/09/2020,Female,0-18 years,E38000087,NHS Isle of Wight CCG,13
07/09/2020,Female,0-18 years,E38000089,NHS Kernow CCG,13
07/09/2020,Female,0-18 years,E38000091,NHS Knowsley CCG,16
07/09/2020,Female,0-18 years,E38000097,NHS Leicester City CCG,31
07/09/2020,Female,0-18 years,E38000101,NHS Liverpool CCG,28
07/09/2020,Female,0-18 years,E38000102,NHS Luton CCG,3
07/09/2020,Female,0-18 years,E38000106,NHS Mid Essex CCG,21
07/09/2020,Female,0-18 years,E38000107,NHS Milton Keynes CCG,2
07/09/2020,Female,0-18 years,E38000113,NHS Newham CCG,8
07/09/2020,Female,0-18 years,E38000117,NHS North East Essex CCG,13
07/09/2020,Female,0-18 years,E38000118,NHS North East Hampshire and Farnham CCG,11
07/09/2020,Female,0-18 years,E38000119,NHS North East Lincolnshire CCG,6
07/09/2020,Female,0-18 years,E38000120,NHS North Hampshire CCG,8
07/09/2020,Female,0-18 years,E38000121,NHS North Kirklees CCG,1
07/09/2020,Female,0-18 years,E38000122,NHS North Lincolnshire CCG,8
07/09/2020,Female,0-18 years,E38000126,NHS North Staffordshire CCG,16
07/09/2020,Female,0-18 years,E38000127,NHS North Tyneside CCG,14
07/09/2020,Female,0-18 years,E38000130,NHS Northumberland CCG,31
07/09/2020,Female,0-18 years,E38000135,NHS Oldham CCG,4
07/09/2020,Female,0-18 years,E38000136,NHS Oxfordshire CCG,54
07/09/2020,Female,0-18 years,E38000137,NHS Portsmouth CCG,8
07/09/2020,Female,0-18 years,E38000138,NHS Redbridge CCG,9
07/09/2020,Female,0-18 years,E38000141,NHS Rotherham CCG,16
07/09/2020,Female,0-18 years,E38000143,NHS Salford CCG,4
07/09/2020,Female,0-18 years,E38000144,NHS Sandwell and West Birmingham CCG,17
07/09/2020,Female,0-18 years,E38000146,NHS Sheffield CCG,43
07/09/2020,Female,0-18 years,E38000147,NHS Shropshire CCG,14
07/09/2020,Female,0-18 years,E38000150,NHS Somerset CCG,10
07/09/2020,Female,0-18 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,14
07/09/2020,Female,0-18 years,E38000154,NHS South Eastern Hampshire CCG,3
07/09/2020,Female,0-18 years,E38000161,NHS South Sefton CCG,8
07/09/2020,Female,0-18 years,E38000163,NHS South Tyneside CCG,2
07/09/2020,Female,0-18 years,E38000164,NHS South Warwickshire CCG,17
07/09/2020,Female,0-18 years,E38000167,NHS Southampton CCG,7
07/09/2020,Female,0-18 years,E38000168,NHS Southend CCG,6
07/09/2020,Female,0-18 years,E38000170,NHS Southport and Formby CCG,5
07/09/2020,Female,0-18 years,E38000172,NHS St Helens CCG,10
07/09/2020,Female,0-18 years,E38000173,NHS Stafford and Surrounds CCG,14
07/09/2020,Female,0-18 years,E38000174,NHS Stockport CCG,15
07/09/2020,Female,0-18 years,E38000175,NHS Stoke on Trent CCG,16
07/09/2020,Female,0-18 years,E38000176,NHS Sunderland CCG,38
07/09/2020,Female,0-18 years,E38000178,NHS Surrey Heath CCG,10
07/09/2020,Female,0-18 years,E38000182,NHS Tameside and Glossop CCG,8
07/09/2020,Female,0-18 years,E38000183,NHS Telford and Wrekin CCG,26
07/09/2020,Female,0-18 years,E38000185,NHS Thurrock CCG,5
07/09/2020,Female,0-18 years,E38000186,NHS Tower Hamlets CCG,5
07/09/2020,Female,0-18 years,E38000187,NHS Trafford CCG,12
07/09/2020,Female,0-18 years,E38000188,NHS Vale of York CCG,4
07/09/2020,Female,0-18 years,E38000190,NHS Wakefield CCG,10
07/09/2020,Female,0-18 years,E38000191,NHS Walsall CCG,23
07/09/2020,Female,0-18 years,E38000192,NHS Waltham Forest CCG,6
07/09/2020,Female,0-18 years,E38000194,NHS Warrington CCG,12
07/09/2020,Female,0-18 years,E38000195,NHS Warwickshire North CCG,16
07/09/2020,Female,0-18 years,E38000197,NHS West Essex CCG,20
07/09/2020,Female,0-18 years,E38000198,NHS West Hampshire CCG,23
07/09/2020,Female,0-18 years,E38000200,NHS West Lancashire CCG,3
07/09/2020,Female,0-18 years,E38000201,NHS West Leicestershire CCG,49
07/09/2020,Female,0-18 years,E38000202,NHS West London CCG,1
07/09/2020,Female,0-18 years,E38000204,NHS West Suffolk CCG,10
07/09/2020,Female,0-18 years,E38000205,NHS Wigan Borough CCG,24
07/09/2020,Female,0-18 years,E38000208,NHS Wirral CCG,15
07/09/2020,Female,0-18 years,E38000210,NHS Wolverhampton CCG,18
07/09/2020,Female,0-18 years,E38000212,NHS Newcastle Gateshead CCG,13
07/09/2020,Female,0-18 years,E38000215,NHS North Cumbria CCG,16
07/09/2020,Female,0-18 years,E38000217,NHS Manchester CCG,18
07/09/2020,Female,0-18 years,E38000220,NHS Birmingham and Solihull CCG,39
07/09/2020,Female,0-18 years,E38000221,NHS Berkshire West CCG,33
07/09/2020,Female,0-18 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",47
07/09/2020,Female,0-18 years,E38000223,NHS Buckinghamshire CCG,39
07/09/2020,Female,0-18 years,E38000224,NHS East Berkshire CCG,16
07/09/2020,Female,0-18 years,E38000225,NHS Leeds CCG,10
07/09/2020,Female,0-18 years,E38000226,NHS Fylde and Wyre CCG,12
07/09/2020,Female,0-18 years,E38000227,NHS Greater Preston CCG,23
07/09/2020,Female,0-18 years,E38000228,NHS Morecambe Bay CCG,16
07/09/2020,Female,0-18 years,E38000229,NHS Derby and Derbyshire CCG,43
07/09/2020,Female,0-18 years,E38000230,NHS Devon CCG,25
07/09/2020,Female,0-18 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",80
07/09/2020,Female,0-18 years,E38000232,NHS Bradford District and Craven CCG,17
07/09/2020,Female,0-18 years,E38000233,NHS Cheshire CCG,51
07/09/2020,Female,0-18 years,E38000234,NHS County Durham CCG,63
07/09/2020,Female,0-18 years,E38000235,NHS East Sussex CCG,12
07/09/2020,Female,0-18 years,E38000236,NHS Herefordshire and Worcestershire CCG,48
07/09/2020,Female,0-18 years,E38000237,NHS Kent and Medway CCG,90
07/09/2020,Female,0-18 years,E38000238,NHS Lincolnshire CCG,29
07/09/2020,Female,0-18 years,E38000239,NHS Norfolk and Waveney CCG,30
07/09/2020,Female,0-18 years,E38000240,NHS North Central London CCG,31
07/09/2020,Female,0-18 years,E38000241,NHS North Yorkshire CCG,5
07/09/2020,Female,0-18 years,E38000242,NHS Northamptonshire CCG,43
07/09/2020,Female,0-18 years,E38000243,NHS Nottingham and Nottinghamshire CCG,58
07/09/2020,Female,0-18 years,E38000244,NHS South East London CCG,44
07/09/2020,Female,0-18 years,E38000245,NHS South West London CCG,44
07/09/2020,Female,0-18 years,E38000246,NHS Surrey Heartlands CCG,49
07/09/2020,Female,0-18 years,E38000247,NHS Tees Valley CCG,76
07/09/2020,Female,0-18 years,E38000248,NHS West Sussex CCG,17
07/09/2020,Female,19-69 years,E38000004,NHS Barking and Dagenham CCG,10
07/09/2020,Female,19-69 years,E38000006,NHS Barnsley CCG,30
07/09/2020,Female,19-69 years,E38000007,NHS Basildon and Brentwood CCG,16
07/09/2020,Female,19-69 years,E38000008,NHS Bassetlaw CCG,9
07/09/2020,Female,19-69 years,E38000010,NHS Bedfordshire CCG,32
07/09/2020,Female,19-69 years,E38000014,NHS Blackburn with Darwen CCG,5
07/09/2020,Female,19-69 years,E38000015,NHS Blackpool CCG,10
07/09/2020,Female,19-69 years,E38000016,NHS Bolton CCG,34
07/09/2020,Female,19-69 years,E38000020,NHS Brent CCG,11
07/09/2020,Female,19-69 years,E38000021,NHS Brighton and Hove CCG,21
07/09/2020,Female,19-69 years,E38000024,NHS Bury CCG,13
07/09/2020,Female,19-69 years,E38000025,NHS Calderdale CCG,18
07/09/2020,Female,19-69 years,E38000026,NHS Cambridgeshire and Peterborough CCG,55
07/09/2020,Female,19-69 years,E38000028,NHS Cannock Chase CCG,26
07/09/2020,Female,19-69 years,E38000030,NHS Castle Point and Rochford CCG,15
07/09/2020,Female,19-69 years,E38000031,NHS Central London (Westminster) CCG,9
07/09/2020,Female,19-69 years,E38000034,NHS Chorley and South Ribble CCG,22
07/09/2020,Female,19-69 years,E38000035,NHS City and Hackney CCG,17
07/09/2020,Female,19-69 years,E38000038,NHS Coventry and Rugby CCG,40
07/09/2020,Female,19-69 years,E38000044,NHS Doncaster CCG,42
07/09/2020,Female,19-69 years,E38000045,NHS Dorset CCG,65
07/09/2020,Female,19-69 years,E38000046,NHS Dudley CCG,21
07/09/2020,Female,19-69 years,E38000048,NHS Ealing CCG,21
07/09/2020,Female,19-69 years,E38000049,NHS East and North Hertfordshire CCG,33
07/09/2020,Female,19-69 years,E38000050,NHS East Lancashire CCG,31
07/09/2020,Female,19-69 years,E38000051,NHS East Leicestershire and Rutland CCG,42
07/09/2020,Female,19-69 years,E38000052,NHS East Riding of Yorkshire CCG,17
07/09/2020,Female,19-69 years,E38000053,NHS East Staffordshire CCG,5
07/09/2020,Female,19-69 years,E38000059,NHS Fareham and Gosport CCG,18
07/09/2020,Female,19-69 years,E38000062,NHS Gloucestershire CCG,53
07/09/2020,Female,19-69 years,E38000064,NHS Greater Huddersfield CCG,14
07/09/2020,Female,19-69 years,E38000068,NHS Halton CCG,13
07/09/2020,Female,19-69 years,E38000070,NHS Hammersmith and Fulham CCG,24
07/09/2020,Female,19-69 years,E38000074,NHS Harrow CCG,6
07/09/2020,Female,19-69 years,E38000077,NHS Havering CCG,10
07/09/2020,Female,19-69 years,E38000079,NHS Herts Valleys CCG,48
07/09/2020,Female,19-69 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",10
07/09/2020,Female,19-69 years,E38000082,NHS Hillingdon CCG,23
07/09/2020,Female,19-69 years,E38000084,NHS Hounslow CCG,12
07/09/2020,Female,19-69 years,E38000085,NHS Hull CCG,15
07/09/2020,Female,19-69 years,E38000086,NHS Ipswich and East Suffolk CCG,43
07/09/2020,Female,19-69 years,E38000087,NHS Isle of Wight CCG,4
07/09/2020,Female,19-69 years,E38000089,NHS Kernow CCG,37
07/09/2020,Female,19-69 years,E38000091,NHS Knowsley CCG,22
07/09/2020,Female,19-69 years,E38000097,NHS Leicester City CCG,25
07/09/2020,Female,19-69 years,E38000101,NHS Liverpool CCG,75
07/09/2020,Female,19-69 years,E38000102,NHS Luton CCG,12
07/09/2020,Female,19-69 years,E38000106,NHS Mid Essex CCG,29
07/09/2020,Female,19-69 years,E38000107,NHS Milton Keynes CCG,23
07/09/2020,Female,19-69 years,E38000113,NHS Newham CCG,14
07/09/2020,Female,19-69 years,E38000117,NHS North East Essex CCG,33
07/09/2020,Female,19-69 years,E38000118,NHS North East Hampshire and Farnham CCG,13
07/09/2020,Female,19-69 years,E38000119,NHS North East Lincolnshire CCG,28
07/09/2020,Female,19-69 years,E38000120,NHS North Hampshire CCG,20
07/09/2020,Female,19-69 years,E38000121,NHS North Kirklees CCG,9
07/09/2020,Female,19-69 years,E38000122,NHS North Lincolnshire CCG,10
07/09/2020,Female,19-69 years,E38000126,NHS North Staffordshire CCG,27
07/09/2020,Female,19-69 years,E38000127,NHS North Tyneside CCG,34
07/09/2020,Female,19-69 years,E38000130,NHS Northumberland CCG,51
07/09/2020,Female,19-69 years,E38000135,NHS Oldham CCG,18
07/09/2020,Female,19-69 years,E38000136,NHS Oxfordshire CCG,49
07/09/2020,Female,19-69 years,E38000137,NHS Portsmouth CCG,19
07/09/2020,Female,19-69 years,E38000138,NHS Redbridge CCG,6
07/09/2020,Female,19-69 years,E38000141,NHS Rotherham CCG,27
07/09/2020,Female,19-69 years,E38000143,NHS Salford CCG,33
07/09/2020,Female,19-69 years,E38000144,NHS Sandwell and West Birmingham CCG,41
07/09/2020,Female,19-69 years,E38000146,NHS Sheffield CCG,51
07/09/2020,Female,19-69 years,E38000147,NHS Shropshire CCG,26
