SiteType,Call Date,Sex,AgeBand,CCGCode,CCGName,TriageCount
111,01/06/2020,Female,0-18 years,E38000038,NHS Coventry and Rugby CCG,1
111,01/06/2020,Female,0-18 years,E38000122,NHS North Lincolnshire CCG,3
111,01/06/2020,Female,0-18 years,E38000147,NHS Shropshire CCG,3
111,01/06/2020,Female,0-18 years,E38000154,NHS South Eastern Hampshire CCG,1
111,01/06/2020,Female,0-18 years,E38000185,NHS Thurrock CCG,1
111,01/06/2020,Female,0-18 years,E38000188,NHS Vale of York CCG,3
111,01/06/2020,Female,0-18 years,E38000205,NHS Wigan Borough CCG,2
111,01/06/2020,Female,0-18 years,E38000212,NHS Newcastle Gateshead CCG,1
111,01/06/2020,Female,0-18 years,E38000217,NHS Manchester CCG,3
111,01/06/2020,Female,0-18 years,E38000227,NHS Greater Preston CCG,2
111,01/06/2020,Female,0-18 years,E38000233,NHS Cheshire CCG,5
111,01/06/2020,Female,0-18 years,E38000235,NHS East Sussex CCG,2
111,01/06/2020,Female,0-18 years,E38000237,NHS Kent and Medway CCG,2
111,01/06/2020,Female,19-69 years,E38000010,NHS Bedfordshire CCG,6
111,01/06/2020,Female,19-69 years,E38000035,NHS City and Hackney CCG,3
111,01/06/2020,Female,19-69 years,E38000046,NHS Dudley CCG,6
111,01/06/2020,Female,19-69 years,E38000050,NHS East Lancashire CCG,8
111,01/06/2020,Female,19-69 years,E38000051,NHS East Leicestershire and Rutland CCG,4
111,01/06/2020,Female,19-69 years,E38000052,NHS East Riding of Yorkshire CCG,6
111,01/06/2020,Female,19-69 years,E38000089,NHS Kernow CCG,7
111,01/06/2020,Female,19-69 years,E38000101,NHS Liverpool CCG,2
111,01/06/2020,Female,19-69 years,E38000118,NHS North East Hampshire and Farnham CCG,3
111,01/06/2020,Female,19-69 years,E38000121,NHS North Kirklees CCG,3
111,01/06/2020,Female,19-69 years,E38000167,NHS Southampton CCG,8
111,01/06/2020,Female,19-69 years,E38000175,NHS Stoke on Trent CCG,3
111,01/06/2020,Female,19-69 years,E38000195,NHS Warwickshire North CCG,4
