journeydate,sex,ageband,ccgcode,ccgname,Total
01/06/2020,Female,0-18 years,E38000006,NHS Barnsley CCG,2
01/06/2020,Female,0-18 years,E38000007,NHS Basildon and Brentwood CCG,1
01/06/2020,Female,0-18 years,E38000010,NHS Bedfordshire CCG,6
01/06/2020,Female,0-18 years,E38000014,NHS Blackburn with Darwen CCG,1
01/06/2020,Female,0-18 years,E38000020,NHS Brent CCG,2
01/06/2020,Female,0-18 years,E38000021,NHS Brighton and Hove CCG,1
01/06/2020,Female,0-18 years,E38000024,NHS Bury CCG,1
01/06/2020,Female,0-18 years,E38000025,NHS Calderdale CCG,4
01/06/2020,Female,0-18 years,E38000026,NHS Cambridgeshire and Peterborough CCG,5
01/06/2020,Female,0-18 years,E38000028,NHS Cannock Chase CCG,1
01/06/2020,Female,0-18 years,E38000030,NHS Castle Point and Rochford CCG,2
01/06/2020,Female,0-18 years,E38000031,NHS Central London (Westminster) CCG,3
01/06/2020,Female,0-18 years,E38000035,NHS City and Hackney CCG,1
01/06/2020,Female,0-18 years,E38000038,NHS Coventry and Rugby CCG,2
01/06/2020,Female,0-18 years,E38000044,NHS Doncaster CCG,3
01/06/2020,Female,0-18 years,E38000045,NHS Dorset CCG,10
01/06/2020,Female,0-18 years,E38000046,NHS Dudley CCG,1
01/06/2020,Female,0-18 years,E38000049,NHS East and North Hertfordshire CCG,6
01/06/2020,Female,0-18 years,E38000050,NHS East Lancashire CCG,2
01/06/2020,Female,0-18 years,E38000051,NHS East Leicestershire and Rutland CCG,1
01/06/2020,Female,0-18 years,E38000053,NHS East Staffordshire CCG,2
01/06/2020,Female,0-18 years,E38000059,NHS Fareham and Gosport CCG,1
01/06/2020,Female,0-18 years,E38000062,NHS Gloucestershire CCG,4
01/06/2020,Female,0-18 years,E38000068,NHS Halton CCG,1
01/06/2020,Female,0-18 years,E38000070,NHS Hammersmith and Fulham CCG,1
01/06/2020,Female,0-18 years,E38000074,NHS Harrow CCG,2
01/06/2020,Female,0-18 years,E38000077,NHS Havering CCG,1
01/06/2020,Female,0-18 years,E38000079,NHS Herts Valleys CCG,11
01/06/2020,Female,0-18 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",2
01/06/2020,Female,0-18 years,E38000082,NHS Hillingdon CCG,3
01/06/2020,Female,0-18 years,E38000085,NHS Hull CCG,11
01/06/2020,Female,0-18 years,E38000086,NHS Ipswich and East Suffolk CCG,3
01/06/2020,Female,0-18 years,E38000087,NHS Isle of Wight CCG,1
01/06/2020,Female,0-18 years,E38000089,NHS Kernow CCG,4
01/06/2020,Female,0-18 years,E38000097,NHS Leicester City CCG,5
01/06/2020,Female,0-18 years,E38000101,NHS Liverpool CCG,2
01/06/2020,Female,0-18 years,E38000102,NHS Luton CCG,2
01/06/2020,Female,0-18 years,E38000106,NHS Mid Essex CCG,4
01/06/2020,Female,0-18 years,E38000107,NHS Milton Keynes CCG,1
01/06/2020,Female,0-18 years,E38000113,NHS Newham CCG,2
01/06/2020,Female,0-18 years,E38000117,NHS North East Essex CCG,1
01/06/2020,Female,0-18 years,E38000119,NHS North East Lincolnshire CCG,1
01/06/2020,Female,0-18 years,E38000120,NHS North Hampshire CCG,5
01/06/2020,Female,0-18 years,E38000122,NHS North Lincolnshire CCG,2
01/06/2020,Female,0-18 years,E38000130,NHS Northumberland CCG,1
01/06/2020,Female,0-18 years,E38000136,NHS Oxfordshire CCG,6
01/06/2020,Female,0-18 years,E38000137,NHS Portsmouth CCG,2
01/06/2020,Female,0-18 years,E38000138,NHS Redbridge CCG,1
01/06/2020,Female,0-18 years,E38000143,NHS Salford CCG,2
01/06/2020,Female,0-18 years,E38000144,NHS Sandwell and West Birmingham CCG,1
01/06/2020,Female,0-18 years,E38000146,NHS Sheffield CCG,1
