journeydate,sex,ageband,ccgcode,ccgname,Total
06/04/2020,Female,0-18 years,E38000004,NHS Barking and Dagenham CCG,3
06/04/2020,Female,0-18 years,E38000006,NHS Barnsley CCG,7
06/04/2020,Female,0-18 years,E38000007,NHS Basildon and Brentwood CCG,14
06/04/2020,Female,0-18 years,E38000008,NHS Bassetlaw CCG,5
06/04/2020,Female,0-18 years,E38000010,NHS Bedfordshire CCG,26
06/04/2020,Female,0-18 years,E38000014,NHS Blackburn with Darwen CCG,6
06/04/2020,Female,0-18 years,E38000015,NHS Blackpool CCG,10
06/04/2020,Female,0-18 years,E38000016,NHS Bolton CCG,26
06/04/2020,Female,0-18 years,E38000020,NHS Brent CCG,8
06/04/2020,Female,0-18 years,E38000021,NHS Brighton and Hove CCG,9
06/04/2020,Female,0-18 years,E38000024,NHS Bury CCG,5
06/04/2020,Female,0-18 years,E38000025,NHS Calderdale CCG,5
06/04/2020,Female,0-18 years,E38000026,NHS Cambridgeshire and Peterborough CCG,32
06/04/2020,Female,0-18 years,E38000028,NHS Cannock Chase CCG,3
06/04/2020,Female,0-18 years,E38000030,NHS Castle Point and Rochford CCG,9
06/04/2020,Female,0-18 years,E38000031,NHS Central London (Westminster) CCG,2
06/04/2020,Female,0-18 years,E38000034,NHS Chorley and South Ribble CCG,6
06/04/2020,Female,0-18 years,E38000035,NHS City and Hackney CCG,10
06/04/2020,Female,0-18 years,E38000038,NHS Coventry and Rugby CCG,23
06/04/2020,Female,0-18 years,E38000044,NHS Doncaster CCG,8
06/04/2020,Female,0-18 years,E38000045,NHS Dorset CCG,26
06/04/2020,Female,0-18 years,E38000046,NHS Dudley CCG,14
06/04/2020,Female,0-18 years,E38000048,NHS Ealing CCG,11
06/04/2020,Female,0-18 years,E38000049,NHS East and North Hertfordshire CCG,32
06/04/2020,Female,0-18 years,E38000050,NHS East Lancashire CCG,14
06/04/2020,Female,0-18 years,E38000051,NHS East Leicestershire and Rutland CCG,16
06/04/2020,Female,0-18 years,E38000052,NHS East Riding of Yorkshire CCG,10
06/04/2020,Female,0-18 years,E38000053,NHS East Staffordshire CCG,8
06/04/2020,Female,0-18 years,E38000059,NHS Fareham and Gosport CCG,8
06/04/2020,Female,0-18 years,E38000062,NHS Gloucestershire CCG,22
06/04/2020,Female,0-18 years,E38000064,NHS Greater Huddersfield CCG,6
06/04/2020,Female,0-18 years,E38000068,NHS Halton CCG,6
06/04/2020,Female,0-18 years,E38000070,NHS Hammersmith and Fulham CCG,7
06/04/2020,Female,0-18 years,E38000074,NHS Harrow CCG,10
06/04/2020,Female,0-18 years,E38000077,NHS Havering CCG,6
06/04/2020,Female,0-18 years,E38000079,NHS Herts Valleys CCG,30
06/04/2020,Female,0-18 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",8
06/04/2020,Female,0-18 years,E38000082,NHS Hillingdon CCG,6
06/04/2020,Female,0-18 years,E38000084,NHS Hounslow CCG,14
06/04/2020,Female,0-18 years,E38000085,NHS Hull CCG,14
06/04/2020,Female,0-18 years,E38000086,NHS Ipswich and East Suffolk CCG,20
06/04/2020,Female,0-18 years,E38000087,NHS Isle of Wight CCG,5
06/04/2020,Female,0-18 years,E38000089,NHS Kernow CCG,27
06/04/2020,Female,0-18 years,E38000091,NHS Knowsley CCG,4
06/04/2020,Female,0-18 years,E38000097,NHS Leicester City CCG,10
06/04/2020,Female,0-18 years,E38000101,NHS Liverpool CCG,12
