journeydate,sex,ageband,ccgcode,ccgname,Total
27/04/2020,Female,0-18 years,E38000004,NHS Barking and Dagenham CCG,3
27/04/2020,Female,0-18 years,E38000008,NHS Bassetlaw CCG,4
27/04/2020,Female,0-18 years,E38000010,NHS Bedfordshire CCG,10
27/04/2020,Female,0-18 years,E38000015,NHS Blackpool CCG,9
27/04/2020,Female,0-18 years,E38000016,NHS Bolton CCG,1
27/04/2020,Female,0-18 years,E38000020,NHS Brent CCG,3
27/04/2020,Female,0-18 years,E38000021,NHS Brighton and Hove CCG,3
27/04/2020,Female,0-18 years,E38000024,NHS Bury CCG,3
27/04/2020,Female,0-18 years,E38000025,NHS Calderdale CCG,1
27/04/2020,Female,0-18 years,E38000026,NHS Cambridgeshire and Peterborough CCG,8
27/04/2020,Female,0-18 years,E38000028,NHS Cannock Chase CCG,1
27/04/2020,Female,0-18 years,E38000031,NHS Central London (Westminster) CCG,2
27/04/2020,Female,0-18 years,E38000034,NHS Chorley and South Ribble CCG,1
27/04/2020,Female,0-18 years,E38000035,NHS City and Hackney CCG,3
27/04/2020,Female,0-18 years,E38000038,NHS Coventry and Rugby CCG,7
27/04/2020,Female,0-18 years,E38000044,NHS Doncaster CCG,5
27/04/2020,Female,0-18 years,E38000045,NHS Dorset CCG,13
27/04/2020,Female,0-18 years,E38000046,NHS Dudley CCG,3
27/04/2020,Female,0-18 years,E38000049,NHS East and North Hertfordshire CCG,7
27/04/2020,Female,0-18 years,E38000050,NHS East Lancashire CCG,6
27/04/2020,Female,0-18 years,E38000051,NHS East Leicestershire and Rutland CCG,7
27/04/2020,Female,0-18 years,E38000052,NHS East Riding of Yorkshire CCG,3
27/04/2020,Female,0-18 years,E38000053,NHS East Staffordshire CCG,2
27/04/2020,Female,0-18 years,E38000059,NHS Fareham and Gosport CCG,1
27/04/2020,Female,0-18 years,E38000062,NHS Gloucestershire CCG,11
27/04/2020,Female,0-18 years,E38000064,NHS Greater Huddersfield CCG,2
27/04/2020,Female,0-18 years,E38000077,NHS Havering CCG,7
27/04/2020,Female,0-18 years,E38000079,NHS Herts Valleys CCG,8
27/04/2020,Female,0-18 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",4
27/04/2020,Female,0-18 years,E38000082,NHS Hillingdon CCG,3
27/04/2020,Female,0-18 years,E38000084,NHS Hounslow CCG,1
27/04/2020,Female,0-18 years,E38000085,NHS Hull CCG,3
27/04/2020,Female,0-18 years,E38000086,NHS Ipswich and East Suffolk CCG,6
27/04/2020,Female,0-18 years,E38000089,NHS Kernow CCG,6
27/04/2020,Female,0-18 years,E38000091,NHS Knowsley CCG,5
27/04/2020,Female,0-18 years,E38000097,NHS Leicester City CCG,2
27/04/2020,Female,0-18 years,E38000101,NHS Liverpool CCG,4
27/04/2020,Female,0-18 years,E38000106,NHS Mid Essex CCG,9
27/04/2020,Female,0-18 years,E38000107,NHS Milton Keynes CCG,6
27/04/2020,Female,0-18 years,E38000117,NHS North East Essex CCG,4
27/04/2020,Female,0-18 years,E38000118,NHS North East Hampshire and Farnham CCG,1
27/04/2020,Female,0-18 years,E38000119,NHS North East Lincolnshire CCG,1
27/04/2020,Female,0-18 years,E38000120,NHS North Hampshire CCG,2
27/04/2020,Female,0-18 years,E38000121,NHS North Kirklees CCG,3
27/04/2020,Female,0-18 years,E38000122,NHS North Lincolnshire CCG,2
27/04/2020,Female,0-18 years,E38000126,NHS North Staffordshire CCG,5
27/04/2020,Female,0-18 years,E38000127,NHS North Tyneside CCG,3
27/04/2020,Female,0-18 years,E38000130,NHS Northumberland CCG,3
27/04/2020,Female,0-18 years,E38000136,NHS Oxfordshire CCG,14
27/04/2020,Female,0-18 years,E38000137,NHS Portsmouth CCG,2
27/04/2020,Female,0-18 years,E38000138,NHS Redbridge CCG,1
27/04/2020,Female,0-18 years,E38000143,NHS Salford CCG,1
27/04/2020,Female,0-18 years,E38000144,NHS Sandwell and West Birmingham CCG,6
27/04/2020,Female,0-18 years,E38000146,NHS Sheffield CCG,3
27/04/2020,Female,0-18 years,E38000147,NHS Shropshire CCG,9
27/04/2020,Female,0-18 years,E38000150,NHS Somerset CCG,7
27/04/2020,Female,0-18 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,3
27/04/2020,Female,0-18 years,E38000154,NHS South Eastern Hampshire CCG,2
27/04/2020,Female,0-18 years,E38000161,NHS South Sefton CCG,5
27/04/2020,Female,0-18 years,E38000163,NHS South Tyneside CCG,3
27/04/2020,Female,0-18 years,E38000167,NHS Southampton CCG,4
27/04/2020,Female,0-18 years,E38000170,NHS Southport and Formby CCG,1
27/04/2020,Female,0-18 years,E38000172,NHS St Helens CCG,1
27/04/2020,Female,0-18 years,E38000173,NHS Stafford and Surrounds CCG,2
27/04/2020,Female,0-18 years,E38000174,NHS Stockport CCG,6
27/04/2020,Female,0-18 years,E38000175,NHS Stoke on Trent CCG,3
27/04/2020,Female,0-18 years,E38000176,NHS Sunderland CCG,4
27/04/2020,Female,0-18 years,E38000178,NHS Surrey Heath CCG,2
27/04/2020,Female,0-18 years,E38000182,NHS Tameside and Glossop CCG,5
27/04/2020,Female,0-18 years,E38000183,NHS Telford and Wrekin CCG,4
27/04/2020,Female,0-18 years,E38000186,NHS Tower Hamlets CCG,1
27/04/2020,Female,0-18 years,E38000187,NHS Trafford CCG,4
27/04/2020,Female,0-18 years,E38000188,NHS Vale of York CCG,6
27/04/2020,Female,0-18 years,E38000190,NHS Wakefield CCG,5
27/04/2020,Female,0-18 years,E38000191,NHS Walsall CCG,4
27/04/2020,Female,0-18 years,E38000194,NHS Warrington CCG,4
27/04/2020,Female,0-18 years,E38000195,NHS Warwickshire North CCG,2
27/04/2020,Female,0-18 years,E38000197,NHS West Essex CCG,7
27/04/2020,Female,0-18 years,E38000198,NHS West Hampshire CCG,6
27/04/2020,Female,0-18 years,E38000200,NHS West Lancashire CCG,1
27/04/2020,Female,0-18 years,E38000201,NHS West Leicestershire CCG,11
27/04/2020,Female,0-18 years,E38000202,NHS West London CCG,4
27/04/2020,Female,0-18 years,E38000205,NHS Wigan Borough CCG,5
27/04/2020,Female,0-18 years,E38000208,NHS Wirral CCG,2
27/04/2020,Female,0-18 years,E38000210,NHS Wolverhampton CCG,1
27/04/2020,Female,0-18 years,E38000212,NHS Newcastle Gateshead CCG,1
27/04/2020,Female,0-18 years,E38000215,NHS North Cumbria CCG,2
27/04/2020,Female,0-18 years,E38000217,NHS Manchester CCG,5
27/04/2020,Female,0-18 years,E38000220,NHS Birmingham and Solihull CCG,20
27/04/2020,Female,0-18 years,E38000221,NHS Berkshire West CCG,6
27/04/2020,Female,0-18 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",9
27/04/2020,Female,0-18 years,E38000223,NHS Buckinghamshire CCG,10
27/04/2020,Female,0-18 years,E38000224,NHS East Berkshire CCG,5
27/04/2020,Female,0-18 years,E38000225,NHS Leeds CCG,6
27/04/2020,Female,0-18 years,E38000227,NHS Greater Preston CCG,4
27/04/2020,Female,0-18 years,E38000228,NHS Morecambe Bay CCG,4
27/04/2020,Female,0-18 years,E38000229,NHS Derby and Derbyshire CCG,9
27/04/2020,Female,0-18 years,E38000230,NHS Devon CCG,17
27/04/2020,Female,0-18 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",11
27/04/2020,Female,0-18 years,E38000232,NHS Bradford District and Craven CCG,3
27/04/2020,Female,0-18 years,E38000233,NHS Cheshire CCG,14
27/04/2020,Female,0-18 years,E38000234,NHS County Durham CCG,3
27/04/2020,Female,0-18 years,E38000235,NHS East Sussex CCG,12
27/04/2020,Female,0-18 years,E38000236,NHS Herefordshire and Worcestershire CCG,9
27/04/2020,Female,0-18 years,E38000237,NHS Kent and Medway CCG,32
27/04/2020,Female,0-18 years,E38000238,NHS Lincolnshire CCG,7
27/04/2020,Female,0-18 years,E38000239,NHS Norfolk and Waveney CCG,14
27/04/2020,Female,0-18 years,E38000240,NHS North Central London CCG,12
27/04/2020,Female,0-18 years,E38000241,NHS North Yorkshire CCG,2
27/04/2020,Female,0-18 years,E38000242,NHS Northamptonshire CCG,7
27/04/2020,Female,0-18 years,E38000243,NHS Nottingham and Nottinghamshire CCG,18
27/04/2020,Female,0-18 years,E38000244,NHS South East London CCG,16
27/04/2020,Female,0-18 years,E38000245,NHS South West London CCG,12
27/04/2020,Female,0-18 years,E38000246,NHS Surrey Heartlands CCG,11
27/04/2020,Female,0-18 years,E38000247,NHS Tees Valley CCG,13
27/04/2020,Female,0-18 years,E38000248,NHS West Sussex CCG,15
27/04/2020,Female,19-69 years,E38000004,NHS Barking and Dagenham CCG,22
27/04/2020,Female,19-69 years,E38000006,NHS Barnsley CCG,44
27/04/2020,Female,19-69 years,E38000007,NHS Basildon and Brentwood CCG,65
27/04/2020,Female,19-69 years,E38000008,NHS Bassetlaw CCG,10
27/04/2020,Female,19-69 years,E38000010,NHS Bedfordshire CCG,130
27/04/2020,Female,19-69 years,E38000014,NHS Blackburn with Darwen CCG,34
27/04/2020,Female,19-69 years,E38000015,NHS Blackpool CCG,35
27/04/2020,Female,19-69 years,E38000016,NHS Bolton CCG,73
27/04/2020,Female,19-69 years,E38000020,NHS Brent CCG,43
27/04/2020,Female,19-69 years,E38000021,NHS Brighton and Hove CCG,35
27/04/2020,Female,19-69 years,E38000024,NHS Bury CCG,38
27/04/2020,Female,19-69 years,E38000025,NHS Calderdale CCG,22
27/04/2020,Female,19-69 years,E38000026,NHS Cambridgeshire and Peterborough CCG,163
27/04/2020,Female,19-69 years,E38000028,NHS Cannock Chase CCG,20
27/04/2020,Female,19-69 years,E38000030,NHS Castle Point and Rochford CCG,27
27/04/2020,Female,19-69 years,E38000031,NHS Central London (Westminster) CCG,26
27/04/2020,Female,19-69 years,E38000034,NHS Chorley and South Ribble CCG,57
27/04/2020,Female,19-69 years,E38000035,NHS City and Hackney CCG,36
27/04/2020,Female,19-69 years,E38000038,NHS Coventry and Rugby CCG,97
27/04/2020,Female,19-69 years,E38000044,NHS Doncaster CCG,79
27/04/2020,Female,19-69 years,E38000045,NHS Dorset CCG,133
27/04/2020,Female,19-69 years,E38000046,NHS Dudley CCG,49
27/04/2020,Female,19-69 years,E38000048,NHS Ealing CCG,62
27/04/2020,Female,19-69 years,E38000049,NHS East and North Hertfordshire CCG,86
27/04/2020,Female,19-69 years,E38000050,NHS East Lancashire CCG,50
27/04/2020,Female,19-69 years,E38000051,NHS East Leicestershire and Rutland CCG,57
27/04/2020,Female,19-69 years,E38000052,NHS East Riding of Yorkshire CCG,43
27/04/2020,Female,19-69 years,E38000053,NHS East Staffordshire CCG,40
27/04/2020,Female,19-69 years,E38000059,NHS Fareham and Gosport CCG,43
27/04/2020,Female,19-69 years,E38000062,NHS Gloucestershire CCG,107
27/04/2020,Female,19-69 years,E38000064,NHS Greater Huddersfield CCG,32
