SiteType,Call Date,Sex,AgeBand,CCGCode,CCGName,TriageCount
111,27/04/2020,Female,,E38000248,NHS West Sussex CCG,1
111,27/04/2020,Female,0-18 years,E38000008,NHS Bassetlaw CCG,2
111,27/04/2020,Female,0-18 years,E38000050,NHS East Lancashire CCG,3
111,27/04/2020,Female,0-18 years,E38000051,NHS East Leicestershire and Rutland CCG,2
111,27/04/2020,Female,0-18 years,E38000052,NHS East Riding of Yorkshire CCG,2
111,27/04/2020,Female,0-18 years,E38000079,NHS Herts Valleys CCG,10
111,27/04/2020,Female,0-18 years,E38000135,NHS Oldham CCG,2
111,27/04/2020,Female,0-18 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,1
111,27/04/2020,Female,0-18 years,E38000167,NHS Southampton CCG,4
111,27/04/2020,Female,0-18 years,E38000195,NHS Warwickshire North CCG,3
111,27/04/2020,Female,0-18 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",7
111,27/04/2020,Female,0-18 years,E38000243,NHS Nottingham and Nottinghamshire CCG,15
111,27/04/2020,Female,19-69 years,E38000038,NHS Coventry and Rugby CCG,14
111,27/04/2020,Female,19-69 years,E38000049,NHS East and North Hertfordshire CCG,25
111,27/04/2020,Female,19-69 years,E38000068,NHS Halton CCG,6
111,27/04/2020,Female,19-69 years,E38000087,NHS Isle of Wight CCG,12
111,27/04/2020,Female,19-69 years,E38000119,NHS North East Lincolnshire CCG,5
111,27/04/2020,Female,19-69 years,E38000126,NHS North Staffordshire CCG,16
111,27/04/2020,Female,19-69 years,E38000137,NHS Portsmouth CCG,15
111,27/04/2020,Female,19-69 years,E38000141,NHS Rotherham CCG,19
111,27/04/2020,Female,19-69 years,E38000150,NHS Somerset CCG,15
111,27/04/2020,Female,19-69 years,E38000176,NHS Sunderland CCG,25
111,27/04/2020,Female,19-69 years,E38000186,NHS Tower Hamlets CCG,11
111,27/04/2020,Female,19-69 years,E38000191,NHS Walsall CCG,13
111,27/04/2020,Female,19-69 years,E38000197,NHS West Essex CCG,14
111,27/04/2020,Female,19-69 years,E38000220,NHS Birmingham and Solihull CCG,67
111,27/04/2020,Female,19-69 years,E38000225,NHS Leeds CCG,47
111,27/04/2020,Female,19-69 years,E38000232,NHS Bradford District and Craven CCG,48
111,27/04/2020,Female,19-69 years,E38000233,NHS Cheshire CCG,42
111,27/04/2020,Female,19-69 years,E38000237,NHS Kent and Medway CCG,84
111,27/04/2020,Female,70-120 years,E38000021,NHS Brighton and Hove CCG,4
111,27/04/2020,Female,70-120 years,E38000026,NHS Cambridgeshire and Peterborough CCG,4
111,27/04/2020,Female,70-120 years,E38000044,NHS Doncaster CCG,4
111,27/04/2020,Female,70-120 years,E38000062,NHS Gloucestershire CCG,2
111,27/04/2020,Female,70-120 years,E38000074,NHS Harrow CCG,1
111,27/04/2020,Female,70-120 years,E38000085,NHS Hull CCG,1
111,27/04/2020,Female,70-120 years,E38000106,NHS Mid Essex CCG,1
111,27/04/2020,Female,70-120 years,E38000113,NHS Newham CCG,1
111,27/04/2020,Female,70-120 years,E38000117,NHS North East Essex CCG,4
111,27/04/2020,Female,70-120 years,E38000136,NHS Oxfordshire CCG,6
111,27/04/2020,Female,70-120 years,E38000143,NHS Salford CCG,1
111,27/04/2020,Female,70-120 years,E38000161,NHS South Sefton CCG,3
111,27/04/2020,Female,70-120 years,E38000168,NHS Southend CCG,5
111,27/04/2020,Female,70-120 years,E38000170,NHS Southport and Formby CCG,2
111,27/04/2020,Female,70-120 years,E38000182,NHS Tameside and Glossop CCG,1
111,27/04/2020,Female,70-120 years,E38000198,NHS West Hampshire CCG,2
111,27/04/2020,Female,70-120 years,E38000210,NHS Wolverhampton CCG,3
111,27/04/2020,Female,70-120 years,E38000215,NHS North Cumbria CCG,2
111,27/04/2020,Female,70-120 years,E38000221,NHS Berkshire West CCG,2
111,27/04/2020,Female,70-120 years,E38000224,NHS East Berkshire CCG,4
111,27/04/2020,Female,70-120 years,E38000229,NHS Derby and Derbyshire CCG,6
111,27/04/2020,Female,70-120 years,E38000230,NHS Devon CCG,4
111,27/04/2020,Female,70-120 years,E38000238,NHS Lincolnshire CCG,12
111,27/04/2020,Male,0-18 years,E38000004,NHS Barking and Dagenham CCG,3
111,27/04/2020,Male,0-18 years,E38000016,NHS Bolton CCG,3
111,27/04/2020,Male,0-18 years,E38000020,NHS Brent CCG,1
111,27/04/2020,Male,0-18 years,E38000025,NHS Calderdale CCG,3
111,27/04/2020,Male,0-18 years,E38000064,NHS Greater Huddersfield CCG,2
111,27/04/2020,Male,0-18 years,E38000091,NHS Knowsley CCG,5
111,27/04/2020,Male,0-18 years,E38000130,NHS Northumberland CCG,3
111,27/04/2020,Male,0-18 years,E38000172,NHS St Helens CCG,1
111,27/04/2020,Male,0-18 years,E38000174,NHS Stockport CCG,3
111,27/04/2020,Male,0-18 years,E38000178,NHS Surrey Heath CCG,2
111,27/04/2020,Male,0-18 years,E38000187,NHS Trafford CCG,5
111,27/04/2020,Male,0-18 years,E38000190,NHS Wakefield CCG,5
111,27/04/2020,Male,0-18 years,E38000212,NHS Newcastle Gateshead CCG,4
111,27/04/2020,Male,0-18 years,E38000228,NHS Morecambe Bay CCG,5
111,27/04/2020,Male,0-18 years,E38000236,NHS Herefordshire and Worcestershire CCG,7
111,27/04/2020,Male,0-18 years,E38000245,NHS South West London CCG,18
111,27/04/2020,Male,19-69 years,NULL,NULL,5
111,27/04/2020,Male,19-69 years,E38000015,NHS Blackpool CCG,9
111,27/04/2020,Male,19-69 years,E38000021,NHS Brighton and Hove CCG,11
111,27/04/2020,Male,19-69 years,E38000026,NHS Cambridgeshire and Peterborough CCG,24
111,27/04/2020,Male,19-69 years,E38000034,NHS Chorley and South Ribble CCG,11
111,27/04/2020,Male,19-69 years,E38000048,NHS Ealing CCG,19
111,27/04/2020,Male,19-69 years,E38000106,NHS Mid Essex CCG,15
111,27/04/2020,Male,19-69 years,E38000107,NHS Milton Keynes CCG,21
111,27/04/2020,Male,19-69 years,E38000113,NHS Newham CCG,17
111,27/04/2020,Male,19-69 years,E38000117,NHS North East Essex CCG,10
111,27/04/2020,Male,19-69 years,E38000120,NHS North Hampshire CCG,5
