journeydate,sex,ageband,ccgcode,ccgname,Total
08/06/2020,Female,0-18 years,E38000004,NHS Barking and Dagenham CCG,3
08/06/2020,Female,0-18 years,E38000006,NHS Barnsley CCG,5
08/06/2020,Female,0-18 years,E38000007,NHS Basildon and Brentwood CCG,1
08/06/2020,Female,0-18 years,E38000008,NHS Bassetlaw CCG,2
08/06/2020,Female,0-18 years,E38000010,NHS Bedfordshire CCG,2
08/06/2020,Female,0-18 years,E38000014,NHS Blackburn with Darwen CCG,1
08/06/2020,Female,0-18 years,E38000016,NHS Bolton CCG,5
08/06/2020,Female,0-18 years,E38000020,NHS Brent CCG,3
08/06/2020,Female,0-18 years,E38000021,NHS Brighton and Hove CCG,1
08/06/2020,Female,0-18 years,E38000024,NHS Bury CCG,4
08/06/2020,Female,0-18 years,E38000025,NHS Calderdale CCG,1
08/06/2020,Female,0-18 years,E38000026,NHS Cambridgeshire and Peterborough CCG,8
08/06/2020,Female,0-18 years,E38000028,NHS Cannock Chase CCG,3
08/06/2020,Female,0-18 years,E38000030,NHS Castle Point and Rochford CCG,3
08/06/2020,Female,0-18 years,E38000031,NHS Central London (Westminster) CCG,1
08/06/2020,Female,0-18 years,E38000035,NHS City and Hackney CCG,3
08/06/2020,Female,0-18 years,E38000038,NHS Coventry and Rugby CCG,4
08/06/2020,Female,0-18 years,E38000044,NHS Doncaster CCG,1
08/06/2020,Female,0-18 years,E38000045,NHS Dorset CCG,7
08/06/2020,Female,0-18 years,E38000046,NHS Dudley CCG,2
08/06/2020,Female,0-18 years,E38000048,NHS Ealing CCG,1
08/06/2020,Female,0-18 years,E38000049,NHS East and North Hertfordshire CCG,4
08/06/2020,Female,0-18 years,E38000050,NHS East Lancashire CCG,3
08/06/2020,Female,0-18 years,E38000051,NHS East Leicestershire and Rutland CCG,4
08/06/2020,Female,0-18 years,E38000052,NHS East Riding of Yorkshire CCG,3
08/06/2020,Female,0-18 years,E38000053,NHS East Staffordshire CCG,1
08/06/2020,Female,0-18 years,E38000059,NHS Fareham and Gosport CCG,2
08/06/2020,Female,0-18 years,E38000062,NHS Gloucestershire CCG,3
08/06/2020,Female,0-18 years,E38000064,NHS Greater Huddersfield CCG,1
08/06/2020,Female,0-18 years,E38000068,NHS Halton CCG,1
08/06/2020,Female,0-18 years,E38000074,NHS Harrow CCG,1
08/06/2020,Female,0-18 years,E38000077,NHS Havering CCG,5
08/06/2020,Female,0-18 years,E38000079,NHS Herts Valleys CCG,10
08/06/2020,Female,0-18 years,E38000082,NHS Hillingdon CCG,3
08/06/2020,Female,0-18 years,E38000084,NHS Hounslow CCG,1
08/06/2020,Female,0-18 years,E38000085,NHS Hull CCG,3
08/06/2020,Female,0-18 years,E38000086,NHS Ipswich and East Suffolk CCG,1
08/06/2020,Female,0-18 years,E38000089,NHS Kernow CCG,5
08/06/2020,Female,0-18 years,E38000091,NHS Knowsley CCG,2
08/06/2020,Female,0-18 years,E38000097,NHS Leicester City CCG,4
08/06/2020,Female,0-18 years,E38000101,NHS Liverpool CCG,6
08/06/2020,Female,0-18 years,E38000102,NHS Luton CCG,1
08/06/2020,Female,0-18 years,E38000106,NHS Mid Essex CCG,2
08/06/2020,Female,0-18 years,E38000107,NHS Milton Keynes CCG,3
08/06/2020,Female,0-18 years,E38000118,NHS North East Hampshire and Farnham CCG,1
08/06/2020,Female,0-18 years,E38000120,NHS North Hampshire CCG,2
08/06/2020,Female,0-18 years,E38000121,NHS North Kirklees CCG,3
08/06/2020,Female,0-18 years,E38000126,NHS North Staffordshire CCG,2
08/06/2020,Female,0-18 years,E38000127,NHS North Tyneside CCG,1
08/06/2020,Female,0-18 years,E38000135,NHS Oldham CCG,3
08/06/2020,Female,0-18 years,E38000136,NHS Oxfordshire CCG,4
08/06/2020,Female,0-18 years,E38000138,NHS Redbridge CCG,2
08/06/2020,Female,0-18 years,E38000141,NHS Rotherham CCG,5
08/06/2020,Female,0-18 years,E38000144,NHS Sandwell and West Birmingham CCG,1
08/06/2020,Female,0-18 years,E38000146,NHS Sheffield CCG,5
08/06/2020,Female,0-18 years,E38000147,NHS Shropshire CCG,2
08/06/2020,Female,0-18 years,E38000150,NHS Somerset CCG,9
08/06/2020,Female,0-18 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,3
08/06/2020,Female,0-18 years,E38000154,NHS South Eastern Hampshire CCG,2
08/06/2020,Female,0-18 years,E38000161,NHS South Sefton CCG,2
08/06/2020,Female,0-18 years,E38000163,NHS South Tyneside CCG,1
08/06/2020,Female,0-18 years,E38000164,NHS South Warwickshire CCG,3
08/06/2020,Female,0-18 years,E38000167,NHS Southampton CCG,3
08/06/2020,Female,0-18 years,E38000168,NHS Southend CCG,1
08/06/2020,Female,0-18 years,E38000172,NHS St Helens CCG,2
08/06/2020,Female,0-18 years,E38000173,NHS Stafford and Surrounds CCG,3
08/06/2020,Female,0-18 years,E38000174,NHS Stockport CCG,3
08/06/2020,Female,0-18 years,E38000175,NHS Stoke on Trent CCG,1
08/06/2020,Female,0-18 years,E38000176,NHS Sunderland CCG,2
08/06/2020,Female,0-18 years,E38000178,NHS Surrey Heath CCG,1
08/06/2020,Female,0-18 years,E38000182,NHS Tameside and Glossop CCG,1
08/06/2020,Female,0-18 years,E38000183,NHS Telford and Wrekin CCG,5
08/06/2020,Female,0-18 years,E38000185,NHS Thurrock CCG,2
08/06/2020,Female,0-18 years,E38000186,NHS Tower Hamlets CCG,6
08/06/2020,Female,0-18 years,E38000188,NHS Vale of York CCG,2
08/06/2020,Female,0-18 years,E38000190,NHS Wakefield CCG,7
08/06/2020,Female,0-18 years,E38000192,NHS Waltham Forest CCG,2
08/06/2020,Female,0-18 years,E38000194,NHS Warrington CCG,2
08/06/2020,Female,0-18 years,E38000195,NHS Warwickshire North CCG,2
08/06/2020,Female,0-18 years,E38000198,NHS West Hampshire CCG,7
08/06/2020,Female,0-18 years,E38000200,NHS West Lancashire CCG,1
08/06/2020,Female,0-18 years,E38000201,NHS West Leicestershire CCG,2
08/06/2020,Female,0-18 years,E38000202,NHS West London CCG,2
08/06/2020,Female,0-18 years,E38000205,NHS Wigan Borough CCG,1
08/06/2020,Female,0-18 years,E38000208,NHS Wirral CCG,4
08/06/2020,Female,0-18 years,E38000212,NHS Newcastle Gateshead CCG,6
08/06/2020,Female,0-18 years,E38000215,NHS North Cumbria CCG,2
08/06/2020,Female,0-18 years,E38000217,NHS Manchester CCG,2
08/06/2020,Female,0-18 years,E38000220,NHS Birmingham and Solihull CCG,5
08/06/2020,Female,0-18 years,E38000221,NHS Berkshire West CCG,3
08/06/2020,Female,0-18 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",11
08/06/2020,Female,0-18 years,E38000223,NHS Buckinghamshire CCG,8
08/06/2020,Female,0-18 years,E38000224,NHS East Berkshire CCG,5
08/06/2020,Female,0-18 years,E38000225,NHS Leeds CCG,8
08/06/2020,Female,0-18 years,E38000226,NHS Fylde and Wyre CCG,5
08/06/2020,Female,0-18 years,E38000227,NHS Greater Preston CCG,1
08/06/2020,Female,0-18 years,E38000228,NHS Morecambe Bay CCG,1
08/06/2020,Female,0-18 years,E38000229,NHS Derby and Derbyshire CCG,7
08/06/2020,Female,0-18 years,E38000230,NHS Devon CCG,14
08/06/2020,Female,0-18 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",11
08/06/2020,Female,0-18 years,E38000232,NHS Bradford District and Craven CCG,6
08/06/2020,Female,0-18 years,E38000233,NHS Cheshire CCG,8
08/06/2020,Female,0-18 years,E38000234,NHS County Durham CCG,2
08/06/2020,Female,0-18 years,E38000235,NHS East Sussex CCG,4
08/06/2020,Female,0-18 years,E38000236,NHS Herefordshire and Worcestershire CCG,6
08/06/2020,Female,0-18 years,E38000237,NHS Kent and Medway CCG,19
08/06/2020,Female,0-18 years,E38000238,NHS Lincolnshire CCG,10
08/06/2020,Female,0-18 years,E38000239,NHS Norfolk and Waveney CCG,12
08/06/2020,Female,0-18 years,E38000240,NHS North Central London CCG,14
08/06/2020,Female,0-18 years,E38000241,NHS North Yorkshire CCG,1
08/06/2020,Female,0-18 years,E38000242,NHS Northamptonshire CCG,6
08/06/2020,Female,0-18 years,E38000243,NHS Nottingham and Nottinghamshire CCG,5
08/06/2020,Female,0-18 years,E38000244,NHS South East London CCG,10
08/06/2020,Female,0-18 years,E38000245,NHS South West London CCG,10
08/06/2020,Female,0-18 years,E38000246,NHS Surrey Heartlands CCG,7
08/06/2020,Female,0-18 years,E38000247,NHS Tees Valley CCG,6
08/06/2020,Female,0-18 years,E38000248,NHS West Sussex CCG,9
08/06/2020,Female,19-69 years,E38000004,NHS Barking and Dagenham CCG,14
08/06/2020,Female,19-69 years,E38000006,NHS Barnsley CCG,33
08/06/2020,Female,19-69 years,E38000007,NHS Basildon and Brentwood CCG,17
08/06/2020,Female,19-69 years,E38000008,NHS Bassetlaw CCG,10
08/06/2020,Female,19-69 years,E38000010,NHS Bedfordshire CCG,45
08/06/2020,Female,19-69 years,E38000014,NHS Blackburn with Darwen CCG,10
08/06/2020,Female,19-69 years,E38000015,NHS Blackpool CCG,19
08/06/2020,Female,19-69 years,E38000016,NHS Bolton CCG,33
08/06/2020,Female,19-69 years,E38000020,NHS Brent CCG,15
08/06/2020,Female,19-69 years,E38000021,NHS Brighton and Hove CCG,23
08/06/2020,Female,19-69 years,E38000024,NHS Bury CCG,14
08/06/2020,Female,19-69 years,E38000025,NHS Calderdale CCG,11
08/06/2020,Female,19-69 years,E38000026,NHS Cambridgeshire and Peterborough CCG,65
08/06/2020,Female,19-69 years,E38000028,NHS Cannock Chase CCG,11
08/06/2020,Female,19-69 years,E38000030,NHS Castle Point and Rochford CCG,17
08/06/2020,Female,19-69 years,E38000031,NHS Central London (Westminster) CCG,8
08/06/2020,Female,19-69 years,E38000034,NHS Chorley and South Ribble CCG,16
08/06/2020,Female,19-69 years,E38000035,NHS City and Hackney CCG,22
08/06/2020,Female,19-69 years,E38000038,NHS Coventry and Rugby CCG,33
08/06/2020,Female,19-69 years,E38000044,NHS Doncaster CCG,31
08/06/2020,Female,19-69 years,E38000045,NHS Dorset CCG,53
08/06/2020,Female,19-69 years,E38000046,NHS Dudley CCG,16
08/06/2020,Female,19-69 years,E38000048,NHS Ealing CCG,32
08/06/2020,Female,19-69 years,E38000049,NHS East and North Hertfordshire CCG,53
08/06/2020,Female,19-69 years,E38000050,NHS East Lancashire CCG,41
08/06/2020,Female,19-69 years,E38000051,NHS East Leicestershire and Rutland CCG,28
08/06/2020,Female,19-69 years,E38000052,NHS East Riding of Yorkshire CCG,25
08/06/2020,Female,19-69 years,E38000053,NHS East Staffordshire CCG,12
08/06/2020,Female,19-69 years,E38000059,NHS Fareham and Gosport CCG,12
08/06/2020,Female,19-69 years,E38000062,NHS Gloucestershire CCG,47
08/06/2020,Female,19-69 years,E38000064,NHS Greater Huddersfield CCG,15
08/06/2020,Female,19-69 years,E38000068,NHS Halton CCG,16
08/06/2020,Female,19-69 years,E38000070,NHS Hammersmith and Fulham CCG,18
08/06/2020,Female,19-69 years,E38000074,NHS Harrow CCG,16
08/06/2020,Female,19-69 years,E38000077,NHS Havering CCG,23
08/06/2020,Female,19-69 years,E38000079,NHS Herts Valleys CCG,34
08/06/2020,Female,19-69 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",25
08/06/2020,Female,19-69 years,E38000082,NHS Hillingdon CCG,18
08/06/2020,Female,19-69 years,E38000084,NHS Hounslow CCG,16
08/06/2020,Female,19-69 years,E38000085,NHS Hull CCG,21
08/06/2020,Female,19-69 years,E38000086,NHS Ipswich and East Suffolk CCG,29
08/06/2020,Female,19-69 years,E38000087,NHS Isle of Wight CCG,4
08/06/2020,Female,19-69 years,E38000089,NHS Kernow CCG,32
08/06/2020,Female,19-69 years,E38000091,NHS Knowsley CCG,16
08/06/2020,Female,19-69 years,E38000097,NHS Leicester City CCG,42
08/06/2020,Female,19-69 years,E38000101,NHS Liverpool CCG,51
08/06/2020,Female,19-69 years,E38000102,NHS Luton CCG,10
08/06/2020,Female,19-69 years,E38000106,NHS Mid Essex CCG,27
08/06/2020,Female,19-69 years,E38000107,NHS Milton Keynes CCG,14
08/06/2020,Female,19-69 years,E38000113,NHS Newham CCG,17
08/06/2020,Female,19-69 years,E38000117,NHS North East Essex CCG,14
08/06/2020,Female,19-69 years,E38000118,NHS North East Hampshire and Farnham CCG,15
08/06/2020,Female,19-69 years,E38000119,NHS North East Lincolnshire CCG,7
08/06/2020,Female,19-69 years,E38000120,NHS North Hampshire CCG,17
08/06/2020,Female,19-69 years,E38000121,NHS North Kirklees CCG,11
08/06/2020,Female,19-69 years,E38000122,NHS North Lincolnshire CCG,12
08/06/2020,Female,19-69 years,E38000126,NHS North Staffordshire CCG,16
08/06/2020,Female,19-69 years,E38000127,NHS North Tyneside CCG,27
08/06/2020,Female,19-69 years,E38000130,NHS Northumberland CCG,25
08/06/2020,Female,19-69 years,E38000135,NHS Oldham CCG,21
08/06/2020,Female,19-69 years,E38000136,NHS Oxfordshire CCG,47
08/06/2020,Female,19-69 years,E38000137,NHS Portsmouth CCG,13
08/06/2020,Female,19-69 years,E38000138,NHS Redbridge CCG,21
08/06/2020,Female,19-69 years,E38000141,NHS Rotherham CCG,14
08/06/2020,Female,19-69 years,E38000143,NHS Salford CCG,30
08/06/2020,Female,19-69 years,E38000144,NHS Sandwell and West Birmingham CCG,38
08/06/2020,Female,19-69 years,E38000146,NHS Sheffield CCG,48
08/06/2020,Female,19-69 years,E38000147,NHS Shropshire CCG,27
08/06/2020,Female,19-69 years,E38000150,NHS Somerset CCG,51
08/06/2020,Female,19-69 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,21
08/06/2020,Female,19-69 years,E38000154,NHS South Eastern Hampshire CCG,19
08/06/2020,Female,19-69 years,E38000161,NHS South Sefton CCG,24
08/06/2020,Female,19-69 years,E38000163,NHS South Tyneside CCG,19
08/06/2020,Female,19-69 years,E38000164,NHS South Warwickshire CCG,14
08/06/2020,Female,19-69 years,E38000167,NHS Southampton CCG,24
08/06/2020,Female,19-69 years,E38000168,NHS Southend CCG,18
08/06/2020,Female,19-69 years,E38000170,NHS Southport and Formby CCG,6
08/06/2020,Female,19-69 years,E38000172,NHS St Helens CCG,19
08/06/2020,Female,19-69 years,E38000173,NHS Stafford and Surrounds CCG,8
08/06/2020,Female,19-69 years,E38000174,NHS Stockport CCG,18
08/06/2020,Female,19-69 years,E38000175,NHS Stoke on Trent CCG,29
08/06/2020,Female,19-69 years,E38000176,NHS Sunderland CCG,28
08/06/2020,Female,19-69 years,E38000178,NHS Surrey Heath CCG,15
08/06/2020,Female,19-69 years,E38000182,NHS Tameside and Glossop CCG,30
08/06/2020,Female,19-69 years,E38000183,NHS Telford and Wrekin CCG,9
08/06/2020,Female,19-69 years,E38000185,NHS Thurrock CCG,7
08/06/2020,Female,19-69 years,E38000186,NHS Tower Hamlets CCG,21
08/06/2020,Female,19-69 years,E38000187,NHS Trafford CCG,23
08/06/2020,Female,19-69 years,E38000188,NHS Vale of York CCG,28
08/06/2020,Female,19-69 years,E38000190,NHS Wakefield CCG,28
08/06/2020,Female,19-69 years,E38000191,NHS Walsall CCG,13
08/06/2020,Female,19-69 years,E38000192,NHS Waltham Forest CCG,14
08/06/2020,Female,19-69 years,E38000194,NHS Warrington CCG,16
08/06/2020,Female,19-69 years,E38000195,NHS Warwickshire North CCG,20
08/06/2020,Female,19-69 years,E38000197,NHS West Essex CCG,25
08/06/2020,Female,19-69 years,E38000198,NHS West Hampshire CCG,41
08/06/2020,Female,19-69 years,E38000200,NHS West Lancashire CCG,3
08/06/2020,Female,19-69 years,E38000201,NHS West Leicestershire CCG,56
08/06/2020,Female,19-69 years,E38000202,NHS West London CCG,13
08/06/2020,Female,19-69 years,E38000204,NHS West Suffolk CCG,18
08/06/2020,Female,19-69 years,E38000205,NHS Wigan Borough CCG,42
08/06/2020,Female,19-69 years,E38000208,NHS Wirral CCG,35
08/06/2020,Female,19-69 years,E38000210,NHS Wolverhampton CCG,15
08/06/2020,Female,19-69 years,E38000212,NHS Newcastle Gateshead CCG,46
08/06/2020,Female,19-69 years,E38000215,NHS North Cumbria CCG,28
08/06/2020,Female,19-69 years,E38000217,NHS Manchester CCG,54
08/06/2020,Female,19-69 years,E38000220,NHS Birmingham and Solihull CCG,89
08/06/2020,Female,19-69 years,E38000221,NHS Berkshire West CCG,44
08/06/2020,Female,19-69 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",60
08/06/2020,Female,19-69 years,E38000223,NHS Buckinghamshire CCG,43
08/06/2020,Female,19-69 years,E38000224,NHS East Berkshire CCG,27
08/06/2020,Female,19-69 years,E38000225,NHS Leeds CCG,47
08/06/2020,Female,19-69 years,E38000226,NHS Fylde and Wyre CCG,28
08/06/2020,Female,19-69 years,E38000227,NHS Greater Preston CCG,17
08/06/2020,Female,19-69 years,E38000228,NHS Morecambe Bay CCG,20
08/06/2020,Female,19-69 years,E38000229,NHS Derby and Derbyshire CCG,90
08/06/2020,Female,19-69 years,E38000230,NHS Devon CCG,79
