SiteType,Call Date,Sex,AgeBand,CCGCode,CCGName,TriageCount
111,04/05/2020,Female,0-18 years,E38000014,NHS Blackburn with Darwen CCG,1
111,04/05/2020,Female,0-18 years,E38000030,NHS Castle Point and Rochford CCG,4
111,04/05/2020,Female,0-18 years,E38000077,NHS Havering CCG,2
111,04/05/2020,Female,0-18 years,E38000087,NHS Isle of Wight CCG,2
111,04/05/2020,Female,0-18 years,E38000089,NHS Kernow CCG,2
111,04/05/2020,Female,0-18 years,E38000150,NHS Somerset CCG,6
111,04/05/2020,Female,0-18 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,3
111,04/05/2020,Female,0-18 years,E38000175,NHS Stoke on Trent CCG,2
111,04/05/2020,Female,0-18 years,E38000186,NHS Tower Hamlets CCG,1
111,04/05/2020,Female,0-18 years,E38000191,NHS Walsall CCG,5
111,04/05/2020,Female,0-18 years,E38000192,NHS Waltham Forest CCG,1
111,04/05/2020,Female,0-18 years,E38000242,NHS Northamptonshire CCG,9
111,04/05/2020,Female,0-18 years,E38000248,NHS West Sussex CCG,7
111,04/05/2020,Female,19-69 years,E38000020,NHS Brent CCG,17
111,04/05/2020,Female,19-69 years,E38000025,NHS Calderdale CCG,13
111,04/05/2020,Female,19-69 years,E38000038,NHS Coventry and Rugby CCG,20
111,04/05/2020,Female,19-69 years,E38000122,NHS North Lincolnshire CCG,9
111,04/05/2020,Female,19-69 years,E38000126,NHS North Staffordshire CCG,11
111,04/05/2020,Female,19-69 years,E38000130,NHS Northumberland CCG,11
111,04/05/2020,Female,19-69 years,E38000136,NHS Oxfordshire CCG,30
111,04/05/2020,Female,19-69 years,E38000147,NHS Shropshire CCG,11
111,04/05/2020,Female,19-69 years,E38000176,NHS Sunderland CCG,19
111,04/05/2020,Female,19-69 years,E38000183,NHS Telford and Wrekin CCG,17
111,04/05/2020,Female,19-69 years,E38000188,NHS Vale of York CCG,18
111,04/05/2020,Female,19-69 years,E38000200,NHS West Lancashire CCG,7
111,04/05/2020,Female,19-69 years,E38000205,NHS Wigan Borough CCG,27
111,04/05/2020,Female,19-69 years,E38000212,NHS Newcastle Gateshead CCG,26
111,04/05/2020,Female,19-69 years,E38000217,NHS Manchester CCG,28
111,04/05/2020,Female,19-69 years,E38000227,NHS Greater Preston CCG,12
111,04/05/2020,Female,19-69 years,E38000233,NHS Cheshire CCG,37
111,04/05/2020,Female,19-69 years,E38000234,NHS County Durham CCG,39
111,04/05/2020,Female,70-120 years,E38000024,NHS Bury CCG,2
111,04/05/2020,Female,70-120 years,E38000028,NHS Cannock Chase CCG,3
111,04/05/2020,Female,70-120 years,E38000030,NHS Castle Point and Rochford CCG,3
111,04/05/2020,Female,70-120 years,E38000046,NHS Dudley CCG,4
111,04/05/2020,Female,70-120 years,E38000062,NHS Gloucestershire CCG,7
111,04/05/2020,Female,70-120 years,E38000127,NHS North Tyneside CCG,2
111,04/05/2020,Female,70-120 years,E38000175,NHS Stoke on Trent CCG,2
111,04/05/2020,Female,70-120 years,E38000192,NHS Waltham Forest CCG,4
111,04/05/2020,Female,70-120 years,E38000201,NHS West Leicestershire CCG,3
111,04/05/2020,Female,70-120 years,E38000215,NHS North Cumbria CCG,1
111,04/05/2020,Female,70-120 years,E38000230,NHS Devon CCG,11
