journeydate,sex,ageband,ccgcode,ccgname,Total
24/05/2021,Female,0-18 years,E38000008,NHS Bassetlaw CCG,1
24/05/2021,Female,0-18 years,E38000016,NHS Bolton CCG,1
24/05/2021,Female,0-18 years,E38000024,NHS Bury CCG,1
24/05/2021,Female,0-18 years,E38000025,NHS Calderdale CCG,1
24/05/2021,Female,0-18 years,E38000026,NHS Cambridgeshire and Peterborough CCG,3
24/05/2021,Female,0-18 years,E38000034,NHS Chorley and South Ribble CCG,3
24/05/2021,Female,0-18 years,E38000044,NHS Doncaster CCG,3
24/05/2021,Female,0-18 years,E38000045,NHS Dorset CCG,1
24/05/2021,Female,0-18 years,E38000049,NHS East and North Hertfordshire CCG,1
24/05/2021,Female,0-18 years,E38000051,NHS East Leicestershire and Rutland CCG,1
24/05/2021,Female,0-18 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",3
24/05/2021,Female,0-18 years,E38000086,NHS Ipswich and East Suffolk CCG,1
24/05/2021,Female,0-18 years,E38000089,NHS Kernow CCG,2
24/05/2021,Female,0-18 years,E38000091,NHS Knowsley CCG,2
24/05/2021,Female,0-18 years,E38000097,NHS Leicester City CCG,1
24/05/2021,Female,0-18 years,E38000101,NHS Liverpool CCG,1
24/05/2021,Female,0-18 years,E38000106,NHS Mid Essex CCG,2
24/05/2021,Female,0-18 years,E38000117,NHS North East Essex CCG,1
24/05/2021,Female,0-18 years,E38000119,NHS North East Lincolnshire CCG,1
24/05/2021,Female,0-18 years,E38000122,NHS North Lincolnshire CCG,1
24/05/2021,Female,0-18 years,E38000127,NHS North Tyneside CCG,2
24/05/2021,Female,0-18 years,E38000136,NHS Oxfordshire CCG,4
24/05/2021,Female,0-18 years,E38000141,NHS Rotherham CCG,1
24/05/2021,Female,0-18 years,E38000146,NHS Sheffield CCG,2
24/05/2021,Female,0-18 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,1
24/05/2021,Female,0-18 years,E38000161,NHS South Sefton CCG,1
24/05/2021,Female,0-18 years,E38000168,NHS Southend CCG,2
24/05/2021,Female,0-18 years,E38000172,NHS St Helens CCG,3
24/05/2021,Female,0-18 years,E38000176,NHS Sunderland CCG,1
24/05/2021,Female,0-18 years,E38000185,NHS Thurrock CCG,1
24/05/2021,Female,0-18 years,E38000187,NHS Trafford CCG,1
24/05/2021,Female,0-18 years,E38000200,NHS West Lancashire CCG,1
24/05/2021,Female,0-18 years,E38000201,NHS West Leicestershire CCG,1
24/05/2021,Female,0-18 years,E38000205,NHS Wigan Borough CCG,1
24/05/2021,Female,0-18 years,E38000212,NHS Newcastle Gateshead CCG,4
24/05/2021,Female,0-18 years,E38000215,NHS North Cumbria CCG,1
24/05/2021,Female,0-18 years,E38000217,NHS Manchester CCG,1
24/05/2021,Female,0-18 years,E38000220,NHS Birmingham and Solihull CCG,2
24/05/2021,Female,0-18 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",1
24/05/2021,Female,0-18 years,E38000223,NHS Buckinghamshire CCG,1
24/05/2021,Female,0-18 years,E38000225,NHS Leeds CCG,3
24/05/2021,Female,0-18 years,E38000228,NHS Morecambe Bay CCG,1
24/05/2021,Female,0-18 years,E38000229,NHS Derby and Derbyshire CCG,6
24/05/2021,Female,0-18 years,E38000230,NHS Devon CCG,3
24/05/2021,Female,0-18 years,E38000231,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",1
24/05/2021,Female,0-18 years,E38000232,NHS Bradford District and Craven CCG,4
24/05/2021,Female,0-18 years,E38000233,NHS Cheshire CCG,2
24/05/2021,Female,0-18 years,E38000236,NHS Herefordshire and Worcestershire CCG,1
24/05/2021,Female,0-18 years,E38000237,NHS Kent and Medway CCG,3
24/05/2021,Female,0-18 years,E38000238,NHS Lincolnshire CCG,2
24/05/2021,Female,0-18 years,E38000239,NHS Norfolk and Waveney CCG,4
