journeydate,sex,ageband,ccgcode,ccgname,Total
13/04/2020,Female,19-69 years,E38000004,NHS Barking and Dagenham CCG,50
13/04/2020,Female,19-69 years,E38000006,NHS Barnsley CCG,88
13/04/2020,Female,19-69 years,E38000007,NHS Basildon and Brentwood CCG,80
13/04/2020,Female,19-69 years,E38000008,NHS Bassetlaw CCG,37
13/04/2020,Female,19-69 years,E38000010,NHS Bedfordshire CCG,235
13/04/2020,Female,19-69 years,E38000014,NHS Blackburn with Darwen CCG,51
13/04/2020,Female,19-69 years,E38000015,NHS Blackpool CCG,60
13/04/2020,Female,19-69 years,E38000016,NHS Bolton CCG,113
13/04/2020,Female,19-69 years,E38000020,NHS Brent CCG,90
13/04/2020,Female,19-69 years,E38000021,NHS Brighton and Hove CCG,69
13/04/2020,Female,19-69 years,E38000024,NHS Bury CCG,68
13/04/2020,Female,19-69 years,E38000025,NHS Calderdale CCG,55
13/04/2020,Female,19-69 years,E38000026,NHS Cambridgeshire and Peterborough CCG,264
13/04/2020,Female,19-69 years,E38000028,NHS Cannock Chase CCG,53
13/04/2020,Female,19-69 years,E38000030,NHS Castle Point and Rochford CCG,41
13/04/2020,Female,19-69 years,E38000031,NHS Central London (Westminster) CCG,19
13/04/2020,Female,19-69 years,E38000034,NHS Chorley and South Ribble CCG,62
13/04/2020,Female,19-69 years,E38000035,NHS City and Hackney CCG,56
13/04/2020,Female,19-69 years,E38000038,NHS Coventry and Rugby CCG,142
13/04/2020,Female,19-69 years,E38000044,NHS Doncaster CCG,100
13/04/2020,Female,19-69 years,E38000045,NHS Dorset CCG,171
13/04/2020,Female,19-69 years,E38000046,NHS Dudley CCG,91
13/04/2020,Female,19-69 years,E38000048,NHS Ealing CCG,81
13/04/2020,Female,19-69 years,E38000049,NHS East and North Hertfordshire CCG,169
13/04/2020,Female,19-69 years,E38000050,NHS East Lancashire CCG,101
13/04/2020,Female,19-69 years,E38000051,NHS East Leicestershire and Rutland CCG,78
13/04/2020,Female,19-69 years,E38000052,NHS East Riding of Yorkshire CCG,65
13/04/2020,Female,19-69 years,E38000053,NHS East Staffordshire CCG,52
13/04/2020,Female,19-69 years,E38000059,NHS Fareham and Gosport CCG,60
13/04/2020,Female,19-69 years,E38000062,NHS Gloucestershire CCG,177
13/04/2020,Female,19-69 years,E38000064,NHS Greater Huddersfield CCG,59
13/04/2020,Female,19-69 years,E38000068,NHS Halton CCG,42
13/04/2020,Female,19-69 years,E38000070,NHS Hammersmith and Fulham CCG,33
13/04/2020,Female,19-69 years,E38000074,NHS Harrow CCG,71
13/04/2020,Female,19-69 years,E38000077,NHS Havering CCG,73
13/04/2020,Female,19-69 years,E38000079,NHS Herts Valleys CCG,151
13/04/2020,Female,19-69 years,E38000080,"NHS Heywood, Middleton and Rochdale CCG",77
13/04/2020,Female,19-69 years,E38000082,NHS Hillingdon CCG,87
13/04/2020,Female,19-69 years,E38000084,NHS Hounslow CCG,94
13/04/2020,Female,19-69 years,E38000085,NHS Hull CCG,65
13/04/2020,Female,19-69 years,E38000086,NHS Ipswich and East Suffolk CCG,95
13/04/2020,Female,19-69 years,E38000087,NHS Isle of Wight CCG,46
13/04/2020,Female,19-69 years,E38000089,NHS Kernow CCG,104
13/04/2020,Female,19-69 years,E38000091,NHS Knowsley CCG,81
13/04/2020,Female,19-69 years,E38000097,NHS Leicester City CCG,108
13/04/2020,Female,19-69 years,E38000101,NHS Liverpool CCG,168
13/04/2020,Female,19-69 years,E38000102,NHS Luton CCG,57
13/04/2020,Female,19-69 years,E38000106,NHS Mid Essex CCG,93
13/04/2020,Female,19-69 years,E38000107,NHS Milton Keynes CCG,88
13/04/2020,Female,19-69 years,E38000113,NHS Newham CCG,83
13/04/2020,Female,19-69 years,E38000117,NHS North East Essex CCG,101
13/04/2020,Female,19-69 years,E38000118,NHS North East Hampshire and Farnham CCG,53
13/04/2020,Female,19-69 years,E38000119,NHS North East Lincolnshire CCG,33
13/04/2020,Female,19-69 years,E38000120,NHS North Hampshire CCG,56
13/04/2020,Female,19-69 years,E38000121,NHS North Kirklees CCG,54
13/04/2020,Female,19-69 years,E38000122,NHS North Lincolnshire CCG,53
13/04/2020,Female,19-69 years,E38000126,NHS North Staffordshire CCG,61
13/04/2020,Female,19-69 years,E38000127,NHS North Tyneside CCG,90
13/04/2020,Female,19-69 years,E38000130,NHS Northumberland CCG,121
13/04/2020,Female,19-69 years,E38000135,NHS Oldham CCG,92
13/04/2020,Female,19-69 years,E38000136,NHS Oxfordshire CCG,165
13/04/2020,Female,19-69 years,E38000137,NHS Portsmouth CCG,64
13/04/2020,Female,19-69 years,E38000138,NHS Redbridge CCG,59
13/04/2020,Female,19-69 years,E38000141,NHS Rotherham CCG,90
13/04/2020,Female,19-69 years,E38000143,NHS Salford CCG,74
13/04/2020,Female,19-69 years,E38000144,NHS Sandwell and West Birmingham CCG,134
13/04/2020,Female,19-69 years,E38000146,NHS Sheffield CCG,137
13/04/2020,Female,19-69 years,E38000147,NHS Shropshire CCG,93
13/04/2020,Female,19-69 years,E38000150,NHS Somerset CCG,141
13/04/2020,Female,19-69 years,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,45
13/04/2020,Female,19-69 years,E38000154,NHS South Eastern Hampshire CCG,58
13/04/2020,Female,19-69 years,E38000161,NHS South Sefton CCG,41
13/04/2020,Female,19-69 years,E38000163,NHS South Tyneside CCG,55
13/04/2020,Female,19-69 years,E38000164,NHS South Warwickshire CCG,59
13/04/2020,Female,19-69 years,E38000167,NHS Southampton CCG,69
13/04/2020,Female,19-69 years,E38000168,NHS Southend CCG,76
13/04/2020,Female,19-69 years,E38000170,NHS Southport and Formby CCG,35
13/04/2020,Female,19-69 years,E38000172,NHS St Helens CCG,61
13/04/2020,Female,19-69 years,E38000173,NHS Stafford and Surrounds CCG,38
13/04/2020,Female,19-69 years,E38000174,NHS Stockport CCG,69
13/04/2020,Female,19-69 years,E38000175,NHS Stoke on Trent CCG,79
13/04/2020,Female,19-69 years,E38000176,NHS Sunderland CCG,132
13/04/2020,Female,19-69 years,E38000178,NHS Surrey Heath CCG,23
13/04/2020,Female,19-69 years,E38000182,NHS Tameside and Glossop CCG,78
13/04/2020,Female,19-69 years,E38000183,NHS Telford and Wrekin CCG,58
13/04/2020,Female,19-69 years,E38000185,NHS Thurrock CCG,45
13/04/2020,Female,19-69 years,E38000186,NHS Tower Hamlets CCG,60
13/04/2020,Female,19-69 years,E38000187,NHS Trafford CCG,61
13/04/2020,Female,19-69 years,E38000188,NHS Vale of York CCG,63
13/04/2020,Female,19-69 years,E38000190,NHS Wakefield CCG,118
13/04/2020,Female,19-69 years,E38000191,NHS Walsall CCG,100
13/04/2020,Female,19-69 years,E38000192,NHS Waltham Forest CCG,72
13/04/2020,Female,19-69 years,E38000194,NHS Warrington CCG,48
13/04/2020,Female,19-69 years,E38000195,NHS Warwickshire North CCG,61
13/04/2020,Female,19-69 years,E38000197,NHS West Essex CCG,104
13/04/2020,Female,19-69 years,E38000198,NHS West Hampshire CCG,138
13/04/2020,Female,19-69 years,E38000200,NHS West Lancashire CCG,42
13/04/2020,Female,19-69 years,E38000201,NHS West Leicestershire CCG,85
13/04/2020,Female,19-69 years,E38000202,NHS West London CCG,51
13/04/2020,Female,19-69 years,E38000204,NHS West Suffolk CCG,50
13/04/2020,Female,19-69 years,E38000205,NHS Wigan Borough CCG,136
13/04/2020,Female,19-69 years,E38000208,NHS Wirral CCG,107
13/04/2020,Female,19-69 years,E38000210,NHS Wolverhampton CCG,95
13/04/2020,Female,19-69 years,E38000212,NHS Newcastle Gateshead CCG,184
13/04/2020,Female,19-69 years,E38000215,NHS North Cumbria CCG,81
13/04/2020,Female,19-69 years,E38000217,NHS Manchester CCG,159
13/04/2020,Female,19-69 years,E38000220,NHS Birmingham and Solihull CCG,310
13/04/2020,Female,19-69 years,E38000221,NHS Berkshire West CCG,101
13/04/2020,Female,19-69 years,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",222
13/04/2020,Female,19-69 years,E38000223,NHS Buckinghamshire CCG,113
13/04/2020,Female,19-69 years,E38000224,NHS East Berkshire CCG,109
